"Event.Index","UTC.Timestamp","UTC.Date","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","gender","edu","argument_ID","Arg_Position","Arguments","stanely_V","stanley_Nv","intellectual_v_1","intellectual_v_2","intellectual_v_3","intellectual_Nv_1","intellectual_Nv_2","intellectual_Nv_3","morality_v_1","morality_v_2","morality_v_3","morality_Nv_1","morality_Nv_2","morality_Nv_3","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers","passedITT","passed_relative_ITT"
13,1647017820523,"11/03/2022 16:57:00",6023523,7,11,"Strongly Agree","statements",45,"A few times a year","A few times a year","Non-binary","Undergraduate degree (BSc, BA)",6,"Non_vegan","it's easier to eat at a restaurant or buy ready-to-eat food when you are not vegan",NA,"Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Anti",7,270,141,"Against","PRO",1,0,1,0,0,1,1
14,1647017829167,"11/03/2022 16:57:09",6023523,7,12,"Somewhat Agree","statements",44,"Once or twice a year","Rarely","Female","Undergraduate degree (BSc, BA)",5,"Non_vegan","I don't have my food cupboards set up to be vegan.",NA,"Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Somewhat Agree","Disagree","Disagree","Anti",5,263,141,"Against","PRO",1,0,1,0,0,0,1
15,1647017832449,"11/03/2022 16:57:12",6023523,7,13,"Neither Agree nor Disagree","statements",41,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",6,"Non_vegan","A vegan diet is tasteless.",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",4,246,141,"Against","PRO",1,0,1,0,0,0,1
18,1647017847478,"11/03/2022 16:57:27",6023523,7,16,"Agree","statements",41,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",4,"Non_vegan","Meat is important for us and people have been eating it for years.",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",6,244,141,"Against","PRO",1,0,1,0,0,1,1
19,1647017852009,"11/03/2022 16:57:32",6023523,7,17,"Agree","statements",49,"A few times a year","Once or twice a year","Female","Postgraduate degree (MSc, MA, MPhil)",5,"Non_vegan","but chicken (I like meat)",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Strongly Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Agree","Anti",6,293,141,"Against","PRO",1,0,1,0,0,1,1
24,1647017915209,"11/03/2022 16:58:35",6023523,7,22,"Somewhat Agree","statements",45,"A few times a year","A few times a year","Non-binary","Undergraduate degree (BSc, BA)",4,"Non_vegan","I think I can't get enough protein on a vegan diet",NA,"Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Anti",5,268,141,"Against","PRO",1,0,1,0,0,0,1
25,1647017917885,"11/03/2022 16:58:37",6023523,7,23,"Neither Agree nor Disagree","statements",43,"Most months","Most months","Female","A levels",6,"Non_vegan","Habit, tradition, it's always been like this",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Agree","Somewhat Disagree","Anti",4,258,141,"Against","PRO",1,0,1,0,0,0,1
27,1647017924739,"11/03/2022 16:58:44",6023523,7,25,"Somewhat Agree","statements",44,"Once or twice a year","Rarely","Female","Undergraduate degree (BSc, BA)",4,"Non_vegan","I wouldn't get enough protein if I was vegan.",NA,"Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Somewhat Agree","Disagree","Disagree","Anti",5,262,141,"Against","PRO",1,0,1,0,0,0,1
31,1647017952607,"11/03/2022 16:59:12",6023523,7,29,"Agree","statements",48,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",5,"Non_vegan","I need meat to survive otherwise I feel hungry",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Somewhat Agree","Anti",6,287,141,"Against","PRO",1,0,1,0,0,1,1
38,1647018144283,"11/03/2022 17:02:24",6023523,7,36,"Agree","statements",47,"Rarely","Once or twice a year","Female","Undergraduate degree (BSc, BA)",6,"Non_vegan","I don't understand how much animals suffer ",NA,"Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree","Anti",6,282,141,"Against","PRO",1,0,1,0,0,1,1
39,1647018148247,"11/03/2022 17:02:28",6023523,7,37,"Disagree","statements",46,"Most weeks","Most weeks","Female","Undergraduate degree (BSc, BA)",5,"Non_vegan","Animals's purpose is to be eaten",NA,"Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Disagree","Anti",2,275,141,"Against","PRO",1,0,1,0,0,0,0
40,1647018154235,"11/03/2022 17:02:34",6023523,7,38,"Neither Agree nor Disagree","statements",42,"Rarely","Most weeks","Female","A levels",6,"Non_vegan","I think it's too extreme and find vegans too preachy. ",NA,"Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Disagree","Somewhat Agree","Anti",4,252,141,"Against","PRO",1,0,1,0,0,0,1
42,1647018163333,"11/03/2022 17:02:43",6023523,7,40,"Somewhat Agree","statements",45,"A few times a year","A few times a year","Non-binary","Undergraduate degree (BSc, BA)",5,"Non_vegan","I tried to eat plant based food once and felt sick",NA,"Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Anti",5,269,141,"Against","PRO",1,0,1,0,0,0,1
45,1647018178332,"11/03/2022 17:02:58",6023523,7,43,"Neither Agree nor Disagree","statements",42,"Rarely","Most weeks","Female","A levels",4,"Non_vegan","I believe humans are born to eat meat and point to physical features, such as meat.",NA,"Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Disagree","Somewhat Agree","Anti",4,250,141,"Against","PRO",1,0,1,0,0,0,1
46,1647018181400,"11/03/2022 17:03:01",6023523,7,44,"Agree","statements",49,"A few times a year","Once or twice a year","Female","Postgraduate degree (MSc, MA, MPhil)",4,"Non_vegan","it's too time consuming",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Strongly Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Agree","Anti",6,292,141,"Against","PRO",1,0,1,0,0,1,1
47,1647018184318,"11/03/2022 17:03:04",6023523,7,45,"Strongly Agree","statements",46,"Most weeks","Most weeks","Female","Undergraduate degree (BSc, BA)",6,"Non_vegan","Its too expensive to eat vegan",NA,"Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Disagree","Anti",7,276,141,"Against","PRO",1,0,1,0,0,1,1
48,1647018186447,"11/03/2022 17:03:06",6023523,7,46,"Agree","statements",43,"Most months","Most months","Female","A levels",5,"Non_vegan","I like animal products",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Agree","Somewhat Disagree","Anti",6,257,141,"Against","PRO",1,0,1,0,0,1,1
49,1647018192180,"11/03/2022 17:03:12",6023523,7,47,"Somewhat Agree","statements",48,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",4,"Non_vegan","Animals are well looked after",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Somewhat Agree","Anti",5,286,141,"Against","PRO",1,0,1,0,0,0,1
50,1647018196565,"11/03/2022 17:03:16",6023523,7,48,"Agree","statements",46,"Most weeks","Most weeks","Female","Undergraduate degree (BSc, BA)",4,"Non_vegan","Animal products have better flavor",NA,"Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Disagree","Anti",6,274,141,"Against","PRO",1,0,1,0,0,1,1
52,1647018201730,"11/03/2022 17:03:21",6023523,7,50,"Somewhat Agree","statements",49,"A few times a year","Once or twice a year","Female","Postgraduate degree (MSc, MA, MPhil)",6,"Non_vegan","I couldn't give up cheese",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Strongly Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Agree","Anti",5,294,141,"Against","PRO",1,0,1,0,0,0,1
54,1647018206058,"11/03/2022 17:03:26",6023523,7,52,"Agree","statements",50,"A few times a year","Most months","Male","Undergraduate degree (BSc, BA)",6,"Non_vegan","People have eaten meat for a long time",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",6,300,141,"Against","PRO",1,0,1,0,0,1,1
56,1647018253089,"11/03/2022 17:04:13",6023523,7,54,"Neither Agree nor Disagree","statements",47,"Rarely","Once or twice a year","Female","Undergraduate degree (BSc, BA)",5,"Non_vegan","Humans are carnivores",NA,"Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree","Anti",4,281,141,"Against","PRO",1,0,1,0,0,0,1
57,1647018264638,"11/03/2022 17:04:24",6023523,7,55,"Somewhat Agree","statements",42,"Rarely","Most weeks","Female","A levels",5,"Non_vegan","I couldn't possibly live without dairy/eggs/bacon and/or other meat.",NA,"Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Disagree","Somewhat Agree","Anti",5,251,141,"Against","PRO",1,0,1,0,0,0,1
59,1647018274001,"11/03/2022 17:04:34",6023523,7,57,"Neither Agree nor Disagree","statements",50,"A few times a year","Most months","Male","Undergraduate degree (BSc, BA)",5,"Non_vegan","I want to support traditional practices",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",4,299,141,"Against","PRO",1,0,1,0,0,0,1
61,1647018279823,"11/03/2022 17:04:39",6023523,7,59,"Agree","statements",48,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",6,"Non_vegan","It's expensive to be vegan",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Somewhat Agree","Anti",6,288,141,"Against","PRO",1,0,1,0,0,1,1
64,1647018292097,"11/03/2022 17:04:52",6023523,7,62,"Neither Agree nor Disagree","statements",50,"A few times a year","Most months","Male","Undergraduate degree (BSc, BA)",4,"Non_vegan","I value taste of animal products over morals",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",4,298,141,"Against","PRO",1,0,1,0,0,0,1
4,1647017703337,"11/03/2022 16:55:03",6023534,7,2,"Somewhat Disagree","statements",48,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",6,"Non_vegan","It's expensive to be vegan",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Somewhat Agree","Anti",3,288,142,"Against","PRO",1,0,1,0,0,0,0
6,1647017714424,"11/03/2022 16:55:14",6023534,7,4,"Somewhat Disagree","statements",42,"Rarely","Most weeks","Female","A levels",4,"Non_vegan","I believe humans are born to eat meat and point to physical features, such as meat.",NA,"Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Disagree","Somewhat Agree","Anti",3,250,142,"Against","PRO",1,0,1,0,0,0,0
7,1647017717070,"11/03/2022 16:55:17",6023534,7,5,"Somewhat Disagree","statements",45,"A few times a year","A few times a year","Non-binary","Undergraduate degree (BSc, BA)",4,"Non_vegan","I think I can't get enough protein on a vegan diet",NA,"Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Anti",3,268,142,"Against","PRO",1,0,1,0,0,0,0
10,1647017731071,"11/03/2022 16:55:31",6023534,7,8,"Somewhat Agree","statements",49,"A few times a year","Once or twice a year","Female","Postgraduate degree (MSc, MA, MPhil)",5,"Non_vegan","but chicken (I like meat)",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Strongly Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Agree","Anti",5,293,142,"Against","PRO",1,0,1,0,0,0,1
12,1647017736600,"11/03/2022 16:55:36",6023534,7,10,"Somewhat Agree","statements",43,"Most months","Most months","Female","A levels",6,"Non_vegan","Habit, tradition, it's always been like this",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Agree","Somewhat Disagree","Anti",5,258,142,"Against","PRO",1,0,1,0,0,0,1
14,1647017743169,"11/03/2022 16:55:43",6023534,7,12,"Neither Agree nor Disagree","statements",42,"Rarely","Most weeks","Female","A levels",6,"Non_vegan","I think it's too extreme and find vegans too preachy. ",NA,"Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Disagree","Somewhat Agree","Anti",4,252,142,"Against","PRO",1,0,1,0,0,0,1
18,1647017753698,"11/03/2022 16:55:53",6023534,7,16,"Somewhat Disagree","statements",46,"Most weeks","Most weeks","Female","Undergraduate degree (BSc, BA)",4,"Non_vegan","Animal products have better flavor",NA,"Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Disagree","Anti",3,274,142,"Against","PRO",1,0,1,0,0,0,0
19,1647017756003,"11/03/2022 16:55:56",6023534,7,17,"Somewhat Disagree","statements",48,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",5,"Non_vegan","I need meat to survive otherwise I feel hungry",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Somewhat Agree","Anti",3,287,142,"Against","PRO",1,0,1,0,0,0,0
21,1647017762664,"11/03/2022 16:56:02",6023534,7,19,"Somewhat Agree","statements",44,"Once or twice a year","Rarely","Female","Undergraduate degree (BSc, BA)",5,"Non_vegan","I don't have my food cupboards set up to be vegan.",NA,"Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Somewhat Agree","Disagree","Disagree","Anti",5,263,142,"Against","PRO",1,0,1,0,0,0,1
22,1647017765227,"11/03/2022 16:56:05",6023534,7,20,"Somewhat Agree","statements",50,"A few times a year","Most months","Male","Undergraduate degree (BSc, BA)",6,"Non_vegan","People have eaten meat for a long time",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",5,300,142,"Against","PRO",1,0,1,0,0,0,1
27,1647017779517,"11/03/2022 16:56:19",6023534,7,25,"Neither Agree nor Disagree","statements",44,"Once or twice a year","Rarely","Female","Undergraduate degree (BSc, BA)",6,"Non_vegan","Other members of my household wouldn't like it. ",NA,"Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Somewhat Agree","Disagree","Disagree","Anti",4,264,142,"Against","PRO",1,0,1,0,0,0,1
28,1647017781857,"11/03/2022 16:56:21",6023534,7,26,"Somewhat Disagree","statements",50,"A few times a year","Most months","Male","Undergraduate degree (BSc, BA)",4,"Non_vegan","I value taste of animal products over morals",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",3,298,142,"Against","PRO",1,0,1,0,0,0,0
29,1647017783410,"11/03/2022 16:56:23",6023534,7,27,"Neither Agree nor Disagree","statements",46,"Most weeks","Most weeks","Female","Undergraduate degree (BSc, BA)",6,"Non_vegan","Its too expensive to eat vegan",NA,"Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Disagree","Anti",4,276,142,"Against","PRO",1,0,1,0,0,0,1
32,1647017791825,"11/03/2022 16:56:31",6023534,7,30,"Somewhat Agree","statements",45,"A few times a year","A few times a year","Non-binary","Undergraduate degree (BSc, BA)",6,"Non_vegan","it's easier to eat at a restaurant or buy ready-to-eat food when you are not vegan",NA,"Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Anti",5,270,142,"Against","PRO",1,0,1,0,0,0,1
34,1647017798324,"11/03/2022 16:56:38",6023534,7,32,"Neither Agree nor Disagree","statements",41,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",4,"Non_vegan","Meat is important for us and people have been eating it for years.",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",4,244,142,"Against","PRO",1,0,1,0,0,0,1
38,1647017806361,"11/03/2022 16:56:46",6023534,7,36,"Neither Agree nor Disagree","statements",41,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",6,"Non_vegan","A vegan diet is tasteless.",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",4,246,142,"Against","PRO",1,0,1,0,0,0,1
43,1647017817885,"11/03/2022 16:56:57",6023534,7,41,"Somewhat Agree","statements",47,"Rarely","Once or twice a year","Female","Undergraduate degree (BSc, BA)",4,"Non_vegan","I love bacon ",NA,"Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree","Anti",5,280,142,"Against","PRO",1,0,1,0,0,0,1
44,1647017820912,"11/03/2022 16:57:00",6023534,7,42,"Somewhat Disagree","statements",48,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",4,"Non_vegan","Animals are well looked after",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Somewhat Agree","Anti",3,286,142,"Against","PRO",1,0,1,0,0,0,0
46,1647017825553,"11/03/2022 16:57:05",6023534,7,44,"Neither Agree nor Disagree","statements",41,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",5,"Non_vegan","I don't want to eat only grass.",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",4,245,142,"Against","PRO",1,0,1,0,0,0,1
48,1647017830510,"11/03/2022 16:57:10",6023534,7,46,"Neither Agree nor Disagree","statements",45,"A few times a year","A few times a year","Non-binary","Undergraduate degree (BSc, BA)",5,"Non_vegan","I tried to eat plant based food once and felt sick",NA,"Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Anti",4,269,142,"Against","PRO",1,0,1,0,0,0,1
49,1647017832527,"11/03/2022 16:57:12",6023534,7,47,"Neither Agree nor Disagree","statements",44,"Once or twice a year","Rarely","Female","Undergraduate degree (BSc, BA)",4,"Non_vegan","I wouldn't get enough protein if I was vegan.",NA,"Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Somewhat Agree","Disagree","Disagree","Anti",4,262,142,"Against","PRO",1,0,1,0,0,0,1
50,1647017834269,"11/03/2022 16:57:14",6023534,7,48,"Neither Agree nor Disagree","statements",50,"A few times a year","Most months","Male","Undergraduate degree (BSc, BA)",5,"Non_vegan","I want to support traditional practices",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",4,299,142,"Against","PRO",1,0,1,0,0,0,1
51,1647017836113,"11/03/2022 16:57:16",6023534,7,49,"Somewhat Agree","statements",43,"Most months","Most months","Female","A levels",5,"Non_vegan","I like animal products",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Agree","Somewhat Disagree","Anti",5,257,142,"Against","PRO",1,0,1,0,0,0,1
53,1647017840250,"11/03/2022 16:57:20",6023534,7,51,"Neither Agree nor Disagree","statements",49,"A few times a year","Once or twice a year","Female","Postgraduate degree (MSc, MA, MPhil)",6,"Non_vegan","I couldn't give up cheese",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Strongly Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Agree","Anti",4,294,142,"Against","PRO",1,0,1,0,0,0,1
54,1647017841663,"11/03/2022 16:57:21",6023534,7,52,"Neither Agree nor Disagree","statements",47,"Rarely","Once or twice a year","Female","Undergraduate degree (BSc, BA)",5,"Non_vegan","Humans are carnivores",NA,"Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree","Anti",4,281,142,"Against","PRO",1,0,1,0,0,0,1
57,1647017846193,"11/03/2022 16:57:26",6023534,7,55,"Somewhat Agree","statements",49,"A few times a year","Once or twice a year","Female","Postgraduate degree (MSc, MA, MPhil)",4,"Non_vegan","it's too time consuming",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Strongly Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Agree","Anti",5,292,142,"Against","PRO",1,0,1,0,0,0,1
59,1647017851790,"11/03/2022 16:57:31",6023534,7,57,"Somewhat Disagree","statements",46,"Most weeks","Most weeks","Female","Undergraduate degree (BSc, BA)",5,"Non_vegan","Animals's purpose is to be eaten",NA,"Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Disagree","Anti",3,275,142,"Against","PRO",1,0,1,0,0,0,0
60,1647017855408,"11/03/2022 16:57:35",6023534,7,58,"Somewhat Disagree","statements",47,"Rarely","Once or twice a year","Female","Undergraduate degree (BSc, BA)",6,"Non_vegan","I don't understand how much animals suffer ",NA,"Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree","Anti",3,282,142,"Against","PRO",1,0,1,0,0,0,0
63,1647017861792,"11/03/2022 16:57:41",6023534,7,61,"Somewhat Disagree","statements",43,"Most months","Most months","Female","A levels",4,"Non_vegan","my body needs meat",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Agree","Somewhat Disagree","Anti",3,256,142,"Against","PRO",1,0,1,0,0,0,0
64,1647017863529,"11/03/2022 16:57:43",6023534,7,62,"Somewhat Disagree","statements",42,"Rarely","Most weeks","Female","A levels",5,"Non_vegan","I couldn't possibly live without dairy/eggs/bacon and/or other meat.",NA,"Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Disagree","Somewhat Agree","Anti",3,251,142,"Against","PRO",1,0,1,0,0,0,0
4,1647017741498,"11/03/2022 16:55:41",6023541,7,2,"Somewhat Agree","statements",41,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",4,"Non_vegan","Meat is important for us and people have been eating it for years.",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",5,244,143,"Against","PRO",1,0,1,0,0,0,1
8,1647017757635,"11/03/2022 16:55:57",6023541,7,6,"Agree","statements",46,"Most weeks","Most weeks","Female","Undergraduate degree (BSc, BA)",4,"Non_vegan","Animal products have better flavor",NA,"Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Disagree","Anti",6,274,143,"Against","PRO",1,0,1,0,0,1,1
9,1647017759588,"11/03/2022 16:55:59",6023541,7,7,"Agree","statements",47,"Rarely","Once or twice a year","Female","Undergraduate degree (BSc, BA)",4,"Non_vegan","I love bacon ",NA,"Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree","Anti",6,280,143,"Against","PRO",1,0,1,0,0,1,1
10,1647017762253,"11/03/2022 16:56:02",6023541,7,8,"Strongly Agree","statements",49,"A few times a year","Once or twice a year","Female","Postgraduate degree (MSc, MA, MPhil)",6,"Non_vegan","I couldn't give up cheese",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Strongly Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Agree","Anti",7,294,143,"Against","PRO",1,0,1,0,0,1,1
11,1647017765024,"11/03/2022 16:56:05",6023541,7,9,"Somewhat Agree","statements",48,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",6,"Non_vegan","It's expensive to be vegan",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Somewhat Agree","Anti",5,288,143,"Against","PRO",1,0,1,0,0,0,1
12,1647017767293,"11/03/2022 16:56:07",6023541,7,10,"Agree","statements",46,"Most weeks","Most weeks","Female","Undergraduate degree (BSc, BA)",6,"Non_vegan","Its too expensive to eat vegan",NA,"Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Disagree","Anti",6,276,143,"Against","PRO",1,0,1,0,0,1,1
13,1647017774892,"11/03/2022 16:56:14",6023541,7,11,"Neither Agree nor Disagree","statements",42,"Rarely","Most weeks","Female","A levels",4,"Non_vegan","I believe humans are born to eat meat and point to physical features, such as meat.",NA,"Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Disagree","Somewhat Agree","Anti",4,250,143,"Against","PRO",1,0,1,0,0,0,1
