"Event.Index","UTC.Timestamp","UTC.Date","Tree.Node.Key","Experiment.ID","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","age","gender","edu","argument_ID","Arg_Position","Arguments","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers","passedITT","passed_relative_ITT"
41,1659960594367,"08/08/2022 12:09:54","task-net4",94118,6894015,2,39,"Somewhat Agree","statements",78,"Most weeks","Most weeks",30,"Female","A levels",2,"Against","It hasn't been out long enough to realise long term effects. ","Anti",5,1064,280,"Against","PRO",1,0,1,0,0,0,0
42,1659960598696,"08/08/2022 12:09:58","task-net4",94118,6894015,2,40,"Somewhat Agree","statements",77,"Most weeks","Most months",28,"Female","Undergraduate degree (BSc, BA)",2,"Against","I do not think covid exists ","Anti",5,1058,280,"Against","PRO",1,0,1,0,0,0,0
45,1659960613537,"08/08/2022 12:10:13","task-net4",94118,6894015,2,43,"Somewhat Agree","statements",75,"Rarely","A few times a year",22,"Female","Undergraduate degree (BSc, BA)",3,"Against","I am relying on herd immunity and others to be vaccinated so I get the protection too. ","Anti",5,1047,280,"Against","PRO",1,0,1,0,0,0,0
46,1659960615925,"08/08/2022 12:10:15","task-net4",94118,6894015,2,44,"Neither Agree nor Disagree","statements",79,"Rarely","Most months",37,"Female","Undergraduate degree (BSc, BA)",2,"Against","Vaccines are a way for the government to control us.","Anti",4,1070,280,"Against","PRO",1,0,1,0,0,0,0
49,1659960622282,"08/08/2022 12:10:22","task-net4",94118,6894015,2,47,"Somewhat Disagree","statements",72,"A few times a year","Most weeks",29,"Female","Undergraduate degree (BSc, BA)",3,"Against","It alters human DNA.","Anti",3,1029,280,"Against","PRO",1,0,1,0,0,0,0
52,1659960631190,"08/08/2022 12:10:31","task-net4",94118,6894015,2,50,"Agree","statements",73,"Rarely","Rarely",49,"Other","A levels",1,"Against","It hasn't been tested enough.","Anti",6,1033,280,"Against","PRO",1,0,1,0,0,1,1
53,1659960633361,"08/08/2022 12:10:33","task-net4",94118,6894015,2,51,"Agree","statements",77,"Most weeks","Most months",28,"Female","Undergraduate degree (BSc, BA)",1,"Against","There has not been enough testing on the vaccine","Anti",6,1057,280,"Against","PRO",1,0,1,0,0,1,1
54,1659960635138,"08/08/2022 12:10:35","task-net4",94118,6894015,2,52,"Agree","statements",80,"Once or twice a year","A few times a year",21,"Male","A levels",2,"Against","The vaccine is still in its experimental stage and should not be given to the general population yet.","Anti",6,1076,280,"Against","PRO",1,0,1,0,0,1,1
55,1659960639793,"08/08/2022 12:10:39","task-net4",94118,6894015,2,53,"Strongly Agree","statements",80,"Once or twice a year","A few times a year",21,"Male","A levels",3,"Against","COVID is no more deadly than flu and has a 99% survival rate. Therefore, we do not need to be vaccinated against it, we wouldn't do so with flu.","Anti",7,1077,280,"Against","PRO",1,0,1,0,0,1,1
57,1659960647242,"08/08/2022 12:10:47","task-net4",94118,6894015,2,55,"Neither Agree nor Disagree","statements",79,"Rarely","Most months",37,"Female","Undergraduate degree (BSc, BA)",3,"Against","Covid 19 is a conspiracy to make us go to a cashless society and a distraction while 5g was being rolled out.","Anti",4,1071,280,"Against","PRO",1,0,1,0,0,0,0
59,1659960651041,"08/08/2022 12:10:51","task-net4",94118,6894015,2,57,"Neither Agree nor Disagree","statements",74,"Rarely","Rarely",36,"Female","GCSEs",3,"Against","Scared because of news reports ","Anti",4,1041,280,"Against","PRO",1,0,1,0,0,0,0
3,1659953756252,"08/08/2022 10:15:56","task-xidh",94118,6893452,2,1,"Strongly Agree","statements",89,"A few times a year","Rarely",33,"Female","Undergraduate degree (BSc, BA)",3,"Against","There's not been enough time to make the vaccine work properly ","Anti",7,1131,281,"Against","PRO",1,0,1,0,0,1,1
7,1659953768919,"08/08/2022 10:16:08","task-xidh",94118,6893452,2,5,"Somewhat Agree","statements",87,"Never","Most months",35,"Female","A levels",2,"Against","They are trying to control us ","Anti",5,1118,281,"Against","PRO",1,0,1,0,0,0,0
9,1659953773286,"08/08/2022 10:16:13","task-xidh",94118,6893452,2,7,"Strongly Agree","statements",87,"Never","Most months",35,"Female","A levels",1,"Against","There hasn't been long enough to develop a vaccination","Anti",7,1117,281,"Against","PRO",1,0,1,0,0,1,1
12,1659953781497,"08/08/2022 10:16:21","task-xidh",94118,6893452,2,10,"Strongly Agree","statements",90,"Most weeks","Most months",25,"Female","Undergraduate degree (BSc, BA)",3,"Against","We don't know how effective the vaccine is yet","Anti",7,1137,281,"Against","PRO",1,0,1,0,0,1,1
13,1659953783987,"08/08/2022 10:16:23","task-xidh",94118,6893452,2,11,"Neither Agree nor Disagree","statements",84,"Rarely","Rarely",19,"Male","A levels",2,"Against","thinking its a means of government control (conspiracy)","Anti",4,1100,281,"Against","PRO",1,0,1,0,0,0,0
17,1659953797642,"08/08/2022 10:16:37","task-xidh",94118,6893452,2,15,"Somewhat Disagree","statements",88,"A few times a year","Most months",31,"Female","Undergraduate degree (BSc, BA)",1,"Against","I don't believe in vaccinations.","Anti",3,1123,281,"Against","PRO",1,0,1,0,0,0,0
19,1659953802407,"08/08/2022 10:16:42","task-xidh",94118,6893452,2,17,"Strongly Agree","statements",86,"Rarely","Most days",19,"Female","A levels",3,"Against","the effectiveness hasn't really been proven","Anti",7,1113,281,"Against","PRO",1,0,1,0,0,1,1
21,1659953806477,"08/08/2022 10:16:46","task-xidh",94118,6893452,2,19,"Strongly Agree","statements",83,"Rarely","A few times a year",31,"Female","Undergraduate degree (BSc, BA)",1,"Against","It hasn't been around long enough to know the long term effects","Anti",7,1093,281,"Against","PRO",1,0,1,0,0,1,1
25,1659953815146,"08/08/2022 10:16:55","task-xidh",94118,6893452,2,23,"Strongly Agree","statements",82,"Never","Rarely",28,"Female","Undergraduate degree (BSc, BA)",1,"Against","Time of development ","Anti",7,1087,281,"Against","PRO",1,0,1,0,0,1,1
26,1659953816687,"08/08/2022 10:16:56","task-xidh",94118,6893452,2,24,"Strongly Agree","statements",89,"A few times a year","Rarely",33,"Female","Undergraduate degree (BSc, BA)",2,"Against","I don't trust the vaccine works","Anti",7,1130,281,"Against","PRO",1,0,1,0,0,1,1
28,1659953821840,"08/08/2022 10:17:01","task-xidh",94118,6893452,2,26,"Strongly Disagree","statements",81,"Rarely","Most weeks",31,"Male","Undergraduate degree (BSc, BA)",2,"Against","The government can track me if I take the vaccine","Anti",1,1082,281,"Against","PRO",1,0,1,0,0,0,0
32,1659953833671,"08/08/2022 10:17:13","task-xidh",94118,6893452,2,30,"Somewhat Agree","statements",86,"Rarely","Most days",19,"Female","A levels",2,"Against","the side effects short term and long term","Anti",5,1112,281,"Against","PRO",1,0,1,0,0,0,0
33,1659953835790,"08/08/2022 10:17:15","task-xidh",94118,6893452,2,31,"Strongly Agree","statements",90,"Most weeks","Most months",25,"Female","Undergraduate degree (BSc, BA)",1,"Against","The vaccine has been developed too quickly so they're not sure it's safe","Anti",7,1135,281,"Against","PRO",1,0,1,0,0,1,1
36,1659953843490,"08/08/2022 10:17:23","task-xidh",94118,6893452,2,34,"Strongly Agree","statements",84,"Rarely","Rarely",19,"Male","A levels",3,"Against","my body my choice sort of argument","Anti",7,1101,281,"Against","PRO",1,0,1,0,0,1,1
38,1659953854356,"08/08/2022 10:17:34","task-xidh",94118,6893452,2,36,"Disagree","statements",88,"A few times a year","Most months",31,"Female","Undergraduate degree (BSc, BA)",3,"Against","I don't believe in Covid-19.","Anti",2,1125,281,"Against","PRO",1,0,1,0,0,0,0
39,1659953860069,"08/08/2022 10:17:40","task-xidh",94118,6893452,2,37,"Strongly Agree","statements",85,"Rarely","Most weeks",57,"Female","Undergraduate degree (BSc, BA)",3,"Against","Possible side effects","Anti",7,1107,281,"Against","PRO",1,0,1,0,0,1,1
40,1659953862093,"08/08/2022 10:17:42","task-xidh",94118,6893452,2,38,"Agree","statements",82,"Never","Rarely",28,"Female","Undergraduate degree (BSc, BA)",2,"Against","I'm only young so I don't need it ","Anti",6,1088,281,"Against","PRO",1,0,1,0,0,1,1
43,1659953867644,"08/08/2022 10:17:47","task-xidh",94118,6893452,2,41,"Strongly Agree","statements",86,"Rarely","Most days",19,"Female","A levels",1,"Against","it was produced fast","Anti",7,1111,281,"Against","PRO",1,0,1,0,0,1,1
45,1659953872037,"08/08/2022 10:17:52","task-xidh",94118,6893452,2,43,"Strongly Agree","statements",82,"Never","Rarely",28,"Female","Undergraduate degree (BSc, BA)",3,"Against","I'm healthy so I won't die from it ","Anti",7,1089,281,"Against","PRO",1,0,1,0,0,1,1
46,1659953873248,"08/08/2022 10:17:53","task-xidh",94118,6893452,2,44,"Strongly Agree","statements",85,"Rarely","Most weeks",57,"Female","Undergraduate degree (BSc, BA)",1,"Against","The time factor - trials can take up to 10 years","Anti",7,1105,281,"Against","PRO",1,0,1,0,0,1,1
48,1659953877923,"08/08/2022 10:17:57","task-xidh",94118,6893452,2,46,"Strongly Agree","statements",88,"A few times a year","Most months",31,"Female","Undergraduate degree (BSc, BA)",2,"Against","I don't trust the government/pharmaceutical industry to have produced a (safe) vaccine in the timeframe.","Anti",7,1124,281,"Against","PRO",1,0,1,0,0,1,1
50,1659953883332,"08/08/2022 10:18:03","task-xidh",94118,6893452,2,48,"Strongly Disagree","statements",81,"Rarely","Most weeks",31,"Male","Undergraduate degree (BSc, BA)",3,"Against","Don't believe that any vaccines are effective","Anti",1,1083,281,"Against","PRO",1,0,1,0,0,0,0
51,1659953885344,"08/08/2022 10:18:05","task-xidh",94118,6893452,2,49,"Neither Agree nor Disagree","statements",87,"Never","Most months",35,"Female","A levels",3,"Against","You will get a blood clot","Anti",4,1119,281,"Against","PRO",1,0,1,0,0,0,0
52,1659953887735,"08/08/2022 10:18:07","task-xidh",94118,6893452,2,50,"Somewhat Agree","statements",81,"Rarely","Most weeks",31,"Male","Undergraduate degree (BSc, BA)",1,"Against","The companies haven't had enough time to develop it properly","Anti",5,1081,281,"Against","PRO",1,0,1,0,0,0,0
53,1659953890122,"08/08/2022 10:18:10","task-xidh",94118,6893452,2,51,"Disagree","statements",85,"Rarely","Most weeks",57,"Female","Undergraduate degree (BSc, BA)",2,"Against","Against any type of vaccinations","Anti",2,1106,281,"Against","PRO",1,0,1,0,0,0,0
54,1659953891931,"08/08/2022 10:18:11","task-xidh",94118,6893452,2,52,"Strongly Agree","statements",84,"Rarely","Rarely",19,"Male","A levels",1,"Against","danger of side effects","Anti",7,1099,281,"Against","PRO",1,0,1,0,0,1,1
58,1659953904738,"08/08/2022 10:18:24","task-xidh",94118,6893452,2,56,"Strongly Agree","statements",83,"Rarely","A few times a year",31,"Female","Undergraduate degree (BSc, BA)",2,"Against","We don't know how long it works for","Anti",7,1094,281,"Against","PRO",1,0,1,0,0,1,1
59,1659953906350,"08/08/2022 10:18:26","task-xidh",94118,6893452,2,57,"Strongly Agree","statements",83,"Rarely","A few times a year",31,"Female","Undergraduate degree (BSc, BA)",3,"Against","I don't want a Covid passport","Anti",7,1095,281,"Against","PRO",1,0,1,0,0,1,1
62,1659953914888,"08/08/2022 10:18:34","task-xidh",94118,6893452,2,60,"Strongly Disagree","statements",89,"A few times a year","Rarely",33,"Female","Undergraduate degree (BSc, BA)",1,"Against","I don't believe covid is real. ","Anti",1,1129,281,"Against","PRO",1,0,1,0,0,0,0
64,1659953919284,"08/08/2022 10:18:39","task-xidh",94118,6893452,2,62,"Strongly Agree","statements",90,"Most weeks","Most months",25,"Female","Undergraduate degree (BSc, BA)",2,"Against","It doesn't stop you from catching the disease","Anti",7,1136,281,"Against","PRO",1,0,1,0,0,1,1
6,1659954138377,"08/08/2022 10:22:18","task-xidh",94118,6893516,2,4,"Somewhat Agree","statements",88,"A few times a year","Most months",31,"Female","Undergraduate degree (BSc, BA)",2,"Against","I don't trust the government/pharmaceutical industry to have produced a (safe) vaccine in the timeframe.","Anti",5,1124,282,"Against","PRO",1,0,1,0,0,0,0
11,1659954161788,"08/08/2022 10:22:41","task-xidh",94118,6893516,2,9,"Strongly Agree","statements",90,"Most weeks","Most months",25,"Female","Undergraduate degree (BSc, BA)",2,"Against","It doesn't stop you from catching the disease","Anti",7,1136,282,"Against","PRO",1,0,1,0,0,1,1
13,1659954173131,"08/08/2022 10:22:53","task-xidh",94118,6893516,2,11,"Strongly Agree","statements",86,"Rarely","Most days",19,"Female","A levels",3,"Against","the effectiveness hasn't really been proven","Anti",7,1113,282,"Against","PRO",1,0,1,0,0,1,1
14,1659954174625,"08/08/2022 10:22:54","task-xidh",94118,6893516,2,12,"Strongly Agree","statements",83,"Rarely","A few times a year",31,"Female","Undergraduate degree (BSc, BA)",3,"Against","I don't want a Covid passport","Anti",7,1095,282,"Against","PRO",1,0,1,0,0,1,1
15,1659954179604,"08/08/2022 10:22:59","task-xidh",94118,6893516,2,13,"Neither Agree nor Disagree","statements",86,"Rarely","Most days",19,"Female","A levels",1,"Against","it was produced fast","Anti",4,1111,282,"Against","PRO",1,0,1,0,0,0,0
16,1659954181619,"08/08/2022 10:23:01","task-xidh",94118,6893516,2,14,"Somewhat Agree","statements",87,"Never","Most months",35,"Female","A levels",1,"Against","There hasn't been long enough to develop a vaccination","Anti",5,1117,282,"Against","PRO",1,0,1,0,0,0,0
17,1659954186660,"08/08/2022 10:23:06","task-xidh",94118,6893516,2,15,"Agree","statements",90,"Most weeks","Most months",25,"Female","Undergraduate degree (BSc, BA)",1,"Against","The vaccine has been developed too quickly so they're not sure it's safe","Anti",6,1135,282,"Against","PRO",1,0,1,0,0,1,1
18,1659954190512,"08/08/2022 10:23:10","task-xidh",94118,6893516,2,16,"Neither Agree nor Disagree","statements",82,"Never","Rarely",28,"Female","Undergraduate degree (BSc, BA)",3,"Against","I'm healthy so I won't die from it ","Anti",4,1089,282,"Against","PRO",1,0,1,0,0,0,0
20,1659954195915,"08/08/2022 10:23:15","task-xidh",94118,6893516,2,18,"Strongly Disagree","statements",88,"A few times a year","Most months",31,"Female","Undergraduate degree (BSc, BA)",3,"Against","I don't believe in Covid-19.","Anti",1,1125,282,"Against","PRO",1,0,1,0,0,0,0
23,1659954209582,"08/08/2022 10:23:29","task-xidh",94118,6893516,2,21,"Agree","statements",89,"A few times a year","Rarely",33,"Female","Undergraduate degree (BSc, BA)",2,"Against","I don't trust the vaccine works","Anti",6,1130,282,"Against","PRO",1,0,1,0,0,1,1
24,1659954212898,"08/08/2022 10:23:32","task-xidh",94118,6893516,2,22,"Strongly Agree","statements",82,"Never","Rarely",28,"Female","Undergraduate degree (BSc, BA)",2,"Against","I'm only young so I don't need it ","Anti",7,1088,282,"Against","PRO",1,0,1,0,0,1,1
26,1659954219984,"08/08/2022 10:23:39","task-xidh",94118,6893516,2,24,"Somewhat Agree","statements",87,"Never","Most months",35,"Female","A levels",3,"Against","You will get a blood clot","Anti",5,1119,282,"Against","PRO",1,0,1,0,0,0,0
29,1659954229650,"08/08/2022 10:23:49","task-xidh",94118,6893516,2,27,"Somewhat Agree","statements",81,"Rarely","Most weeks",31,"Male","Undergraduate degree (BSc, BA)",1,"Against","The companies haven't had enough time to develop it properly","Anti",5,1081,282,"Against","PRO",1,0,1,0,0,0,0
30,1659954231566,"08/08/2022 10:23:51","task-xidh",94118,6893516,2,28,"Strongly Disagree","statements",88,"A few times a year","Most months",31,"Female","Undergraduate degree (BSc, BA)",1,"Against","I don't believe in vaccinations.","Anti",1,1123,282,"Against","PRO",1,0,1,0,0,0,0
31,1659954235212,"08/08/2022 10:23:55","task-xidh",94118,6893516,2,29,"Strongly Disagree","statements",85,"Rarely","Most weeks",57,"Female","Undergraduate degree (BSc, BA)",2,"Against","Against any type of vaccinations","Anti",1,1106,282,"Against","PRO",1,0,1,0,0,0,0
34,1659954246720,"08/08/2022 10:24:06","task-xidh",94118,6893516,2,32,"Somewhat Agree","statements",90,"Most weeks","Most months",25,"Female","Undergraduate degree (BSc, BA)",3,"Against","We don't know how effective the vaccine is yet","Anti",5,1137,282,"Against","PRO",1,0,1,0,0,0,0
35,1659954249436,"08/08/2022 10:24:09","task-xidh",94118,6893516,2,33,"Strongly Agree","statements",83,"Rarely","A few times a year",31,"Female","Undergraduate degree (BSc, BA)",1,"Against","It hasn't been around long enough to know the long term effects","Anti",7,1093,282,"Against","PRO",1,0,1,0,0,1,1
37,1659954254359,"08/08/2022 10:24:14","task-xidh",94118,6893516,2,35,"Strongly Agree","statements",84,"Rarely","Rarely",19,"Male","A levels",3,"Against","my body my choice sort of argument","Anti",7,1101,282,"Against","PRO",1,0,1,0,0,1,1
38,1659954256235,"08/08/2022 10:24:16","task-xidh",94118,6893516,2,36,"Agree","statements",85,"Rarely","Most weeks",57,"Female","Undergraduate degree (BSc, BA)",3,"Against","Possible side effects","Anti",6,1107,282,"Against","PRO",1,0,1,0,0,1,1
40,1659954261138,"08/08/2022 10:24:21","task-xidh",94118,6893516,2,38,"Strongly Disagree","statements",81,"Rarely","Most weeks",31,"Male","Undergraduate degree (BSc, BA)",2,"Against","The government can track me if I take the vaccine","Anti",1,1082,282,"Against","PRO",1,0,1,0,0,0,0
46,1659954286858,"08/08/2022 10:24:46","task-xidh",94118,6893516,2,44,"Somewhat Agree","statements",86,"Rarely","Most days",19,"Female","A levels",2,"Against","the side effects short term and long term","Anti",5,1112,282,"Against","PRO",1,0,1,0,0,0,0
49,1659954296701,"08/08/2022 10:24:56","task-xidh",94118,6893516,2,47,"Somewhat Disagree","statements",89,"A few times a year","Rarely",33,"Female","Undergraduate degree (BSc, BA)",3,"Against","There's not been enough time to make the vaccine work properly ","Anti",3,1131,282,"Against","PRO",1,0,1,0,0,0,0
50,1659954298407,"08/08/2022 10:24:58","task-xidh",94118,6893516,2,48,"Strongly Disagree","statements",89,"A few times a year","Rarely",33,"Female","Undergraduate degree (BSc, BA)",1,"Against","I don't believe covid is real. ","Anti",1,1129,282,"Against","PRO",1,0,1,0,0,0,0
52,1659954306091,"08/08/2022 10:25:06","task-xidh",94118,6893516,2,50,"Agree","statements",85,"Rarely","Most weeks",57,"Female","Undergraduate degree (BSc, BA)",1,"Against","The time factor - trials can take up to 10 years","Anti",6,1105,282,"Against","PRO",1,0,1,0,0,1,1
53,1659954308812,"08/08/2022 10:25:08","task-xidh",94118,6893516,2,51,"Agree","statements",82,"Never","Rarely",28,"Female","Undergraduate degree (BSc, BA)",1,"Against","Time of development ","Anti",6,1087,282,"Against","PRO",1,0,1,0,0,1,1
57,1659954320060,"08/08/2022 10:25:20","task-xidh",94118,6893516,2,55,"Somewhat Disagree","statements",87,"Never","Most months",35,"Female","A levels",2,"Against","They are trying to control us ","Anti",3,1118,282,"Against","PRO",1,0,1,0,0,0,0
60,1659954329366,"08/08/2022 10:25:29","task-xidh",94118,6893516,2,58,"Strongly Agree","statements",83,"Rarely","A few times a year",31,"Female","Undergraduate degree (BSc, BA)",2,"Against","We don't know how long it works for","Anti",7,1094,282,"Against","PRO",1,0,1,0,0,1,1
61,1659954331226,"08/08/2022 10:25:31","task-xidh",94118,6893516,2,59,"Somewhat Agree","statements",84,"Rarely","Rarely",19,"Male","A levels",1,"Against","danger of side effects","Anti",5,1099,282,"Against","PRO",1,0,1,0,0,0,0
63,1659954337231,"08/08/2022 10:25:37","task-xidh",94118,6893516,2,61,"Strongly Disagree","statements",81,"Rarely","Most weeks",31,"Male","Undergraduate degree (BSc, BA)",3,"Against","Don't believe that any vaccines are effective","Anti",1,1083,282,"Against","PRO",1,0,1,0,0,0,0
64,1659954340859,"08/08/2022 10:25:40","task-xidh",94118,6893516,2,62,"Disagree","statements",84,"Rarely","Rarely",19,"Male","A levels",2,"Against","thinking its a means of government control (conspiracy)","Anti",2,1100,282,"Against","PRO",1,0,1,0,0,0,0
3,1659954209445,"08/08/2022 10:23:29","task-xidh",94118,6893524,2,1,"Strongly Agree","statements",83,"Rarely","A few times a year",31,"Female","Undergraduate degree (BSc, BA)",3,"Against","I don't want a Covid passport","Anti",7,1095,283,"Against","PRO",1,0,1,0,0,1,1
6,1659954222636,"08/08/2022 10:23:42","task-xidh",94118,6893524,2,4,"Agree","statements",88,"A few times a year","Most months",31,"Female","Undergraduate degree (BSc, BA)",2,"Against","I don't trust the government/pharmaceutical industry to have produced a (safe) vaccine in the timeframe.","Anti",6,1124,283,"Against","PRO",1,0,1,0,0,1,1
7,1659954232526,"08/08/2022 10:23:52","task-xidh",94118,6893524,2,5,"Agree","statements",86,"Rarely","Most days",19,"Female","A levels",2,"Against","the side effects short term and long term","Anti",6,1112,283,"Against","PRO",1,0,1,0,0,1,1
8,1659954234088,"08/08/2022 10:23:54","task-xidh",94118,6893524,2,6,"Agree","statements",87,"Never","Most months",35,"Female","A levels",1,"Against","There hasn't been long enough to develop a vaccination","Anti",6,1117,283,"Against","PRO",1,0,1,0,0,1,1
9,1659954237557,"08/08/2022 10:23:57","task-xidh",94118,6893524,2,7,"Neither Agree nor Disagree","statements",84,"Rarely","Rarely",19,"Male","A levels",2,"Against","thinking its a means of government control (conspiracy)","Anti",4,1100,283,"Against","PRO",1,0,1,0,0,0,0
10,1659954240088,"08/08/2022 10:24:00","task-xidh",94118,6893524,2,8,"Agree","statements",83,"Rarely","A few times a year",31,"Female","Undergraduate degree (BSc, BA)",1,"Against","It hasn't been around long enough to know the long term effects","Anti",6,1093,283,"Against","PRO",1,0,1,0,0,1,1
11,1659954242687,"08/08/2022 10:24:02","task-xidh",94118,6893524,2,9,"Neither Agree nor Disagree","statements",87,"Never","Most months",35,"Female","A levels",2,"Against","They are trying to control us ","Anti",4,1118,283,"Against","PRO",1,0,1,0,0,0,0
13,1659954254062,"08/08/2022 10:24:14","task-xidh",94118,6893524,2,11,"Agree","statements",90,"Most weeks","Most months",25,"Female","Undergraduate degree (BSc, BA)",1,"Against","The vaccine has been developed too quickly so they're not sure it's safe","Anti",6,1135,283,"Against","PRO",1,0,1,0,0,1,1
18,1659954278690,"08/08/2022 10:24:38","task-xidh",94118,6893524,2,16,"Disagree","statements",85,"Rarely","Most weeks",57,"Female","Undergraduate degree (BSc, BA)",2,"Against","Against any type of vaccinations","Anti",2,1106,283,"Against","PRO",1,0,1,0,0,0,0
19,1659954282321,"08/08/2022 10:24:42","task-xidh",94118,6893524,2,17,"Somewhat Agree","statements",85,"Rarely","Most weeks",57,"Female","Undergraduate degree (BSc, BA)",1,"Against","The time factor - trials can take up to 10 years","Anti",5,1105,283,"Against","PRO",1,0,1,0,0,0,0
22,1659954291434,"08/08/2022 10:24:51","task-xidh",94118,6893524,2,20,"Somewhat Agree","statements",85,"Rarely","Most weeks",57,"Female","Undergraduate degree (BSc, BA)",3,"Against","Possible side effects","Anti",5,1107,283,"Against","PRO",1,0,1,0,0,0,0
23,1659954294864,"08/08/2022 10:24:54","task-xidh",94118,6893524,2,21,"Agree","statements",84,"Rarely","Rarely",19,"Male","A levels",3,"Against","my body my choice sort of argument","Anti",6,1101,283,"Against","PRO",1,0,1,0,0,1,1
25,1659954300007,"08/08/2022 10:25:00","task-xidh",94118,6893524,2,23,"Strongly Agree","statements",90,"Most weeks","Most months",25,"Female","Undergraduate degree (BSc, BA)",2,"Against","It doesn't stop you from catching the disease","Anti",7,1136,283,"Against","PRO",1,0,1,0,0,1,1
26,1659954304576,"08/08/2022 10:25:04","task-xidh",94118,6893524,2,24,"Disagree","statements",89,"A few times a year","Rarely",33,"Female","Undergraduate degree (BSc, BA)",1,"Against","I don't believe covid is real. ","Anti",2,1129,283,"Against","PRO",1,0,1,0,0,0,0
33,1659954324533,"08/08/2022 10:25:24","task-xidh",94118,6893524,2,31,"Somewhat Disagree","statements",88,"A few times a year","Most months",31,"Female","Undergraduate degree (BSc, BA)",1,"Against","I don't believe in vaccinations.","Anti",3,1123,283,"Against","PRO",1,0,1,0,0,0,0
35,1659954329920,"08/08/2022 10:25:29","task-xidh",94118,6893524,2,33,"Agree","statements",82,"Never","Rarely",28,"Female","Undergraduate degree (BSc, BA)",2,"Against","I'm only young so I don't need it ","Anti",6,1088,283,"Against","PRO",1,0,1,0,0,1,1
39,1659954342810,"08/08/2022 10:25:42","task-xidh",94118,6893524,2,37,"Somewhat Agree","statements",82,"Never","Rarely",28,"Female","Undergraduate degree (BSc, BA)",3,"Against","I'm healthy so I won't die from it ","Anti",5,1089,283,"Against","PRO",1,0,1,0,0,0,0
40,1659954346337,"08/08/2022 10:25:46","task-xidh",94118,6893524,2,38,"Somewhat Agree","statements",82,"Never","Rarely",28,"Female","Undergraduate degree (BSc, BA)",1,"Against","Time of development ","Anti",5,1087,283,"Against","PRO",1,0,1,0,0,0,0
41,1659954347638,"08/08/2022 10:25:47","task-xidh",94118,6893524,2,39,"Neither Agree nor Disagree","statements",87,"Never","Most months",35,"Female","A levels",3,"Against","You will get a blood clot","Anti",4,1119,283,"Against","PRO",1,0,1,0,0,0,0
44,1659954364983,"08/08/2022 10:26:04","task-xidh",94118,6893524,2,42,"Somewhat Agree","statements",81,"Rarely","Most weeks",31,"Male","Undergraduate degree (BSc, BA)",1,"Against","The companies haven't had enough time to develop it properly","Anti",5,1081,283,"Against","PRO",1,0,1,0,0,0,0
46,1659954370153,"08/08/2022 10:26:10","task-xidh",94118,6893524,2,44,"Agree","statements",83,"Rarely","A few times a year",31,"Female","Undergraduate degree (BSc, BA)",2,"Against","We don't know how long it works for","Anti",6,1094,283,"Against","PRO",1,0,1,0,0,1,1
48,1659954374608,"08/08/2022 10:26:14","task-xidh",94118,6893524,2,46,"Neither Agree nor Disagree","statements",89,"A few times a year","Rarely",33,"Female","Undergraduate degree (BSc, BA)",3,"Against","There's not been enough time to make the vaccine work properly ","Anti",4,1131,283,"Against","PRO",1,0,1,0,0,0,0
49,1659954377843,"08/08/2022 10:26:17","task-xidh",94118,6893524,2,47,"Somewhat Disagree","statements",81,"Rarely","Most weeks",31,"Male","Undergraduate degree (BSc, BA)",3,"Against","Don't believe that any vaccines are effective","Anti",3,1083,283,"Against","PRO",1,0,1,0,0,0,0
52,1659954385845,"08/08/2022 10:26:25","task-xidh",94118,6893524,2,50,"Neither Agree nor Disagree","statements",88,"A few times a year","Most months",31,"Female","Undergraduate degree (BSc, BA)",3,"Against","I don't believe in Covid-19.","Anti",4,1125,283,"Against","PRO",1,0,1,0,0,0,0
54,1659954392271,"08/08/2022 10:26:32","task-xidh",94118,6893524,2,52,"Agree","statements",86,"Rarely","Most days",19,"Female","A levels",3,"Against","the effectiveness hasn't really been proven","Anti",6,1113,283,"Against","PRO",1,0,1,0,0,1,1
55,1659954396042,"08/08/2022 10:26:36","task-xidh",94118,6893524,2,53,"Strongly Agree","statements",90,"Most weeks","Most months",25,"Female","Undergraduate degree (BSc, BA)",3,"Against","We don't know how effective the vaccine is yet","Anti",7,1137,283,"Against","PRO",1,0,1,0,0,1,1
56,1659954398186,"08/08/2022 10:26:38","task-xidh",94118,6893524,2,54,"Somewhat Agree","statements",84,"Rarely","Rarely",19,"Male","A levels",1,"Against","danger of side effects","Anti",5,1099,283,"Against","PRO",1,0,1,0,0,0,0
57,1659954401318,"08/08/2022 10:26:41","task-xidh",94118,6893524,2,55,"Somewhat Agree","statements",89,"A few times a year","Rarely",33,"Female","Undergraduate degree (BSc, BA)",2,"Against","I don't trust the vaccine works","Anti",5,1130,283,"Against","PRO",1,0,1,0,0,0,0
58,1659954403644,"08/08/2022 10:26:43","task-xidh",94118,6893524,2,56,"Agree","statements",86,"Rarely","Most days",19,"Female","A levels",1,"Against","it was produced fast","Anti",6,1111,283,"Against","PRO",1,0,1,0,0,1,1
