"Event.Index","UTC.Timestamp","UTC.Date","Tree.Node.Key","Experiment.ID","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","age","gender","edu","argument_ID","Arg_Position","Arguments","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers"
35,1658859368162,"26/07/2022 18:16:08","task-mn1e",93981,6842816,3,33,"Neither Agree nor Disagree","statements",31,"Most weeks","Most days",42,"Female","Doctorate (PhD)",4,"Against","it's not a vaccine, it is an experimental RNA jab","Anti",4,184,137,"Against","ANTI",0,0,0,0,1
39,1658859400648,"26/07/2022 18:16:40","task-mn1e",93981,6842816,3,37,"Somewhat Agree","statements",35,"Most weeks","Most months",33,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Against","The vaccine can make you ill with part of the virus where you were otherwise immune anyway","Anti",5,208,137,"Against","ANTI",0,0,0,0,1
42,1658859426229,"26/07/2022 18:17:06","task-mn1e",93981,6842816,3,40,"Neither Agree nor Disagree","statements",39,"Most weeks","Most days",27,"Female","Undergraduate degree (BSc, BA)",5,"Against","Hundreds of reports of serious reactions to the vaccine and even deaths. It takes a few moment on google to discover these vaccines are not safe and do not even work according to Matt Hancock.","Anti",4,233,137,"Against","ANTI",0,0,0,0,1
47,1658859449214,"26/07/2022 18:17:29","task-mn1e",93981,6842816,3,45,"Strongly Agree","statements",31,"Most weeks","Most days",42,"Female","Doctorate (PhD)",5,"Against","it is still in clinical trials","Anti",7,185,137,"Against","ANTI",0,0,0,0,1
50,1658859460345,"26/07/2022 18:17:40","task-mn1e",93981,6842816,3,48,"Strongly Agree","statements",35,"Most weeks","Most months",33,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Against","It has not been tested and we do not know the long term side effects from all the additives","Anti",7,209,137,"Against","ANTI",0,0,0,0,1
51,1658859470678,"26/07/2022 18:17:50","task-mn1e",93981,6842816,3,49,"Neither Agree nor Disagree","statements",37,"Most weeks","Most days",46,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Against","The vaccine is causing more damage to young people than the virus would ","Anti",4,222,137,"Against","ANTI",0,0,0,0,1
53,1658859477973,"26/07/2022 18:17:57","task-mn1e",93981,6842816,3,51,"Strongly Agree","statements",36,"Rarely","Never",28,"Female","Undergraduate degree (BSc, BA)",4,"Against","I don't trust the vaccine in terms of safety and its efficacy.","Anti",7,214,137,"Against","ANTI",0,0,0,0,1
57,1658859502936,"26/07/2022 18:18:22","task-mn1e",93981,6842816,3,55,"Strongly Agree","statements",36,"Rarely","Never",28,"Female","Undergraduate degree (BSc, BA)",6,"Against","I would prefer a more natural method of treating covid should I catch it","Anti",7,216,137,"Against","ANTI",0,0,0,0,1
58,1658859506691,"26/07/2022 18:18:26","task-mn1e",93981,6842816,3,56,"Strongly Agree","statements",37,"Most weeks","Most days",46,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Against","The virus can still be transmitted ","Anti",7,220,137,"Against","ANTI",0,0,0,0,1
59,1658859512486,"26/07/2022 18:18:32","task-mn1e",93981,6842816,3,57,"Somewhat Agree","statements",31,"Most weeks","Most days",42,"Female","Doctorate (PhD)",6,"Against","links to blood clots and herpes - shingles, coldsores etc ","Anti",5,186,137,"Against","ANTI",0,0,0,0,1
61,1658859525703,"26/07/2022 18:18:45","task-mn1e",93981,6842816,3,59,"Neither Agree nor Disagree","statements",32,"Most weeks","Most weeks",61,"Male","Postgraduate degree (MSc, MA, MPhil)",6,"Against","RNA vaccines aren't safe: In initial trials of the RNA technology resulted in the death of all the animals it was trialed on. This untested method of vaccination will likely damage human immune system","Anti",4,192,137,"Against","ANTI",0,0,0,0,1
64,1658859539991,"26/07/2022 18:18:59","task-mn1e",93981,6842816,3,62,"Agree","statements",33,"Most weeks","A few times a year",30,"Female","Vocational Training / Apprenticeship",5,"Against","I can defeat this virus with my own antibodies. I am healthy enough to evercome it. ","Anti",6,197,137,"Against","ANTI",0,0,0,0,1
5,1658858815589,"26/07/2022 18:06:55","task-mn1e",93981,6842775,3,3,"Agree","statements",38,"Never","Rarely",57,"Male","A levels",4,"Against","Millions of people around the world have NOT died OF covid, they would have died anyway but happened to have the bug in them as well which had ho effect on their health.","Anti",6,226,138,"Against","ANTI",0,0,0,0,1
7,1658858824427,"26/07/2022 18:07:04","task-mn1e",93981,6842775,3,5,"Agree","statements",32,"Most weeks","Most weeks",61,"Male","Postgraduate degree (MSc, MA, MPhil)",4,"Against","Overly quick development period: It was developed to rapidly and it is unknown if there will be any long term issues with it.","Anti",6,190,138,"Against","ANTI",0,0,0,0,1
8,1658858826212,"26/07/2022 18:07:06","task-mn1e",93981,6842775,3,6,"Agree","statements",31,"Most weeks","Most days",42,"Female","Doctorate (PhD)",5,"Against","it is still in clinical trials","Anti",6,185,138,"Against","ANTI",0,0,0,0,1
9,1658858830270,"26/07/2022 18:07:10","task-mn1e",93981,6842775,3,7,"Agree","statements",33,"Most weeks","A few times a year",30,"Female","Vocational Training / Apprenticeship",4,"Against","Covide-19 vaccine is not safe enough and I don't know how does it work in long term,","Anti",6,196,138,"Against","ANTI",0,0,0,0,1
14,1658858847377,"26/07/2022 18:07:27","task-mn1e",93981,6842775,3,12,"Agree","statements",40,"Most days","Most days",28,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Against","Why have the producers of the vaccine been exonerated from any form of liability arising from any effect/death as a result of taking the vaccine, if they're saying its safe and effective?","Anti",6,240,138,"Against","ANTI",0,0,0,0,1
17,1658858853680,"26/07/2022 18:07:33","task-mn1e",93981,6842775,3,15,"Agree","statements",34,"Most weeks","Rarely",58,"Female","GCSEs",4,"Against","I do not know the side effects.","Anti",6,202,138,"Against","ANTI",0,0,0,0,1
20,1658858860956,"26/07/2022 18:07:40","task-mn1e",93981,6842775,3,18,"Agree","statements",40,"Most days","Most days",28,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Against","It does not make sense to receive a vaccine for a virus that has over 95% recovery rate!","Anti",6,238,138,"Against","ANTI",0,0,0,0,1
21,1658858864238,"26/07/2022 18:07:44","task-mn1e",93981,6842775,3,19,"Agree","statements",38,"Never","Rarely",57,"Male","A levels",6,"Against","Vaccines take up to a decade to be safely trialled - this one has had around 9 months so there is no way all possible issues have been addressed.","Anti",6,228,138,"Against","ANTI",0,0,0,0,1
22,1658858871512,"26/07/2022 18:07:51","task-mn1e",93981,6842775,3,20,"Strongly Agree","statements",39,"Most weeks","Most days",27,"Female","Undergraduate degree (BSc, BA)",5,"Against","Hundreds of reports of serious reactions to the vaccine and even deaths. It takes a few moment on google to discover these vaccines are not safe and do not even work according to Matt Hancock.","Anti",7,233,138,"Against","ANTI",0,0,0,0,1
24,1658858878537,"26/07/2022 18:07:58","task-mn1e",93981,6842775,3,22,"Neither Agree nor Disagree","statements",33,"Most weeks","A few times a year",30,"Female","Vocational Training / Apprenticeship",6,"Against","I don't trust anyone, It is created for people genocide.","Anti",4,198,138,"Against","ANTI",0,0,0,0,1
25,1658858880556,"26/07/2022 18:08:00","task-mn1e",93981,6842775,3,23,"Strongly Agree","statements",37,"Most weeks","Most days",46,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Against","The vaccine is causing more damage to young people than the virus would ","Anti",7,222,138,"Against","ANTI",0,0,0,0,1
26,1658858884904,"26/07/2022 18:08:04","task-mn1e",93981,6842775,3,24,"Agree","statements",35,"Most weeks","Most months",33,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Against","The vaccine can make you ill with part of the virus where you were otherwise immune anyway","Anti",6,208,138,"Against","ANTI",0,0,0,0,1
27,1658858888285,"26/07/2022 18:08:08","task-mn1e",93981,6842775,3,25,"Somewhat Agree","statements",33,"Most weeks","A few times a year",30,"Female","Vocational Training / Apprenticeship",5,"Against","I can defeat this virus with my own antibodies. I am healthy enough to evercome it. ","Anti",5,197,138,"Against","ANTI",0,0,0,0,1
28,1658858889948,"26/07/2022 18:08:09","task-mn1e",93981,6842775,3,26,"Agree","statements",34,"Most weeks","Rarely",58,"Female","GCSEs",5,"Against","I have been okay up to now.","Anti",6,203,138,"Against","ANTI",0,0,0,0,1
31,1658858899966,"26/07/2022 18:08:19","task-mn1e",93981,6842775,3,29,"Agree","statements",36,"Rarely","Never",28,"Female","Undergraduate degree (BSc, BA)",6,"Against","I would prefer a more natural method of treating covid should I catch it","Anti",6,216,138,"Against","ANTI",0,0,0,0,1
32,1658858903767,"26/07/2022 18:08:23","task-mn1e",93981,6842775,3,30,"Agree","statements",36,"Rarely","Never",28,"Female","Undergraduate degree (BSc, BA)",5,"Against","I would rather risk it and employ herd immunity - 'if I catch covid, I catch it' type of mentality ","Anti",6,215,138,"Against","ANTI",0,0,0,0,1
34,1658858913874,"26/07/2022 18:08:33","task-mn1e",93981,6842775,3,32,"Neither Agree nor Disagree","statements",32,"Most weeks","Most weeks",61,"Male","Postgraduate degree (MSc, MA, MPhil)",6,"Against","RNA vaccines aren't safe: In initial trials of the RNA technology resulted in the death of all the animals it was trialed on. This untested method of vaccination will likely damage human immune system","Anti",4,192,138,"Against","ANTI",0,0,0,0,1
35,1658858919370,"26/07/2022 18:08:39","task-mn1e",93981,6842775,3,33,"Agree","statements",32,"Most weeks","Most weeks",61,"Male","Postgraduate degree (MSc, MA, MPhil)",5,"Against","Not effective against this Coronavirus: Coronaviruses have been around for a very long time and we have never been able to produce an effective vaccine against them and yet suddenly we have eleven.","Anti",6,191,138,"Against","ANTI",0,0,0,0,1
38,1658858927824,"26/07/2022 18:08:47","task-mn1e",93981,6842775,3,36,"Agree","statements",37,"Most weeks","Most days",46,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Against","The virus can still be transmitted ","Anti",6,220,138,"Against","ANTI",0,0,0,0,1
44,1658858942187,"26/07/2022 18:09:02","task-mn1e",93981,6842775,3,42,"Strongly Agree","statements",40,"Most days","Most days",28,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Against","Instead of vaccines, drugs should be developed to help cure people who fall sick from Covid.","Anti",7,239,138,"Against","ANTI",0,0,0,0,1
45,1658858944152,"26/07/2022 18:09:04","task-mn1e",93981,6842775,3,43,"Agree","statements",34,"Most weeks","Rarely",58,"Female","GCSEs",6,"Against","I have lived with someone with Covid and did not even get ill.","Anti",6,204,138,"Against","ANTI",0,0,0,0,1
47,1658858948255,"26/07/2022 18:09:08","task-mn1e",93981,6842775,3,45,"Agree","statements",35,"Most weeks","Most months",33,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Against","It has not been tested and we do not know the long term side effects from all the additives","Anti",6,209,138,"Against","ANTI",0,0,0,0,1
52,1658858963811,"26/07/2022 18:09:23","task-mn1e",93981,6842775,3,50,"Agree","statements",35,"Most weeks","Most months",33,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Against","The strand mutates and its pointless takin the risk","Anti",6,210,138,"Against","ANTI",0,0,0,0,1
54,1658858969596,"26/07/2022 18:09:29","task-mn1e",93981,6842775,3,52,"Strongly Agree","statements",37,"Most weeks","Most days",46,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Against","It isnt a vaccine.  It doesnt stop you catching the virus ","Anti",7,221,138,"Against","ANTI",0,0,0,0,1
57,1658858980550,"26/07/2022 18:09:40","task-mn1e",93981,6842775,3,55,"Agree","statements",38,"Never","Rarely",57,"Male","A levels",5,"Against","No two adults have had the vaccine then created a baby that has then been born without any issues - there simply has not been enough time so it is impossible to say if that baby would be ok.","Anti",6,227,138,"Against","ANTI",0,0,0,0,1
58,1658858986413,"26/07/2022 18:09:46","task-mn1e",93981,6842775,3,56,"Agree","statements",39,"Most weeks","Most days",27,"Female","Undergraduate degree (BSc, BA)",4,"Against","Matt Hancock made an announcement on the 16th of May that people that have taken the two vaccine doses ''may still die'' as Indian variant spreads.","Anti",6,232,138,"Against","ANTI",0,0,0,0,1
59,1658858991292,"26/07/2022 18:09:51","task-mn1e",93981,6842775,3,57,"Agree","statements",39,"Most weeks","Most days",27,"Female","Undergraduate degree (BSc, BA)",6,"Against","I am young, fit and healthy. I do not want to inject anything into my body that even the government are not sure about. Mixed messages from the government daily. New variants etc.","Anti",6,234,138,"Against","ANTI",0,0,0,0,1
61,1658858995417,"26/07/2022 18:09:55","task-mn1e",93981,6842775,3,59,"Agree","statements",31,"Most weeks","Most days",42,"Female","Doctorate (PhD)",6,"Against","links to blood clots and herpes - shingles, coldsores etc ","Anti",6,186,138,"Against","ANTI",0,0,0,0,1
63,1658858998988,"26/07/2022 18:09:58","task-mn1e",93981,6842775,3,61,"Agree","statements",31,"Most weeks","Most days",42,"Female","Doctorate (PhD)",4,"Against","it's not a vaccine, it is an experimental RNA jab","Anti",6,184,138,"Against","ANTI",0,0,0,0,1
64,1658859001068,"26/07/2022 18:10:01","task-mn1e",93981,6842775,3,62,"Agree","statements",36,"Rarely","Never",28,"Female","Undergraduate degree (BSc, BA)",4,"Against","I don't trust the vaccine in terms of safety and its efficacy.","Anti",6,214,138,"Against","ANTI",0,0,0,0,1
5,1658858807687,"26/07/2022 18:06:47","task-mn1e",93981,6842772,3,3,"Somewhat Agree","statements",34,"Most weeks","Rarely",58,"Female","GCSEs",5,"Against","I have been okay up to now.","Anti",5,203,139,"Against","ANTI",0,0,0,0,1
6,1658858810243,"26/07/2022 18:06:50","task-mn1e",93981,6842772,3,4,"Neither Agree nor Disagree","statements",31,"Most weeks","Most days",42,"Female","Doctorate (PhD)",4,"Against","it's not a vaccine, it is an experimental RNA jab","Anti",4,184,139,"Against","ANTI",0,0,0,0,1
7,1658858813478,"26/07/2022 18:06:53","task-mn1e",93981,6842772,3,5,"Somewhat Agree","statements",39,"Most weeks","Most days",27,"Female","Undergraduate degree (BSc, BA)",5,"Against","Hundreds of reports of serious reactions to the vaccine and even deaths. It takes a few moment on google to discover these vaccines are not safe and do not even work according to Matt Hancock.","Anti",5,233,139,"Against","ANTI",0,0,0,0,1
10,1658858820866,"26/07/2022 18:07:00","task-mn1e",93981,6842772,3,8,"Neither Agree nor Disagree","statements",40,"Most days","Most days",28,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Against","Instead of vaccines, drugs should be developed to help cure people who fall sick from Covid.","Anti",4,239,139,"Against","ANTI",0,0,0,0,1
11,1658858823374,"26/07/2022 18:07:03","task-mn1e",93981,6842772,3,9,"Neither Agree nor Disagree","statements",33,"Most weeks","A few times a year",30,"Female","Vocational Training / Apprenticeship",6,"Against","I don't trust anyone, It is created for people genocide.","Anti",4,198,139,"Against","ANTI",0,0,0,0,1
12,1658858827973,"26/07/2022 18:07:07","task-mn1e",93981,6842772,3,10,"Strongly Agree","statements",33,"Most weeks","A few times a year",30,"Female","Vocational Training / Apprenticeship",5,"Against","I can defeat this virus with my own antibodies. I am healthy enough to evercome it. ","Anti",7,197,139,"Against","ANTI",0,0,0,0,1
13,1658858829706,"26/07/2022 18:07:09","task-mn1e",93981,6842772,3,11,"Somewhat Agree","statements",34,"Most weeks","Rarely",58,"Female","GCSEs",4,"Against","I do not know the side effects.","Anti",5,202,139,"Against","ANTI",0,0,0,0,1
16,1658858839465,"26/07/2022 18:07:19","task-mn1e",93981,6842772,3,14,"Somewhat Agree","statements",38,"Never","Rarely",57,"Male","A levels",4,"Against","Millions of people around the world have NOT died OF covid, they would have died anyway but happened to have the bug in them as well which had ho effect on their health.","Anti",5,226,139,"Against","ANTI",0,0,0,0,1
17,1658858841634,"26/07/2022 18:07:21","task-mn1e",93981,6842772,3,15,"Strongly Agree","statements",37,"Most weeks","Most days",46,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Against","The virus can still be transmitted ","Anti",7,220,139,"Against","ANTI",0,0,0,0,1
19,1658858847592,"26/07/2022 18:07:27","task-mn1e",93981,6842772,3,17,"Somewhat Agree","statements",37,"Most weeks","Most days",46,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Against","It isnt a vaccine.  It doesnt stop you catching the virus ","Anti",5,221,139,"Against","ANTI",0,0,0,0,1
21,1658858851443,"26/07/2022 18:07:31","task-mn1e",93981,6842772,3,19,"Neither Agree nor Disagree","statements",35,"Most weeks","Most months",33,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Against","The strand mutates and its pointless takin the risk","Anti",4,210,139,"Against","ANTI",0,0,0,0,1
22,1658858853764,"26/07/2022 18:07:33","task-mn1e",93981,6842772,3,20,"Neither Agree nor Disagree","statements",37,"Most weeks","Most days",46,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Against","The vaccine is causing more damage to young people than the virus would ","Anti",4,222,139,"Against","ANTI",0,0,0,0,1
23,1658858855991,"26/07/2022 18:07:35","task-mn1e",93981,6842772,3,21,"Somewhat Agree","statements",35,"Most weeks","Most months",33,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Against","The vaccine can make you ill with part of the virus where you were otherwise immune anyway","Anti",5,208,139,"Against","ANTI",0,0,0,0,1
24,1658858858252,"26/07/2022 18:07:38","task-mn1e",93981,6842772,3,22,"Somewhat Agree","statements",33,"Most weeks","A few times a year",30,"Female","Vocational Training / Apprenticeship",4,"Against","Covide-19 vaccine is not safe enough and I don't know how does it work in long term,","Anti",5,196,139,"Against","ANTI",0,0,0,0,1
26,1658858862118,"26/07/2022 18:07:42","task-mn1e",93981,6842772,3,24,"Neither Agree nor Disagree","statements",31,"Most weeks","Most days",42,"Female","Doctorate (PhD)",5,"Against","it is still in clinical trials","Anti",4,185,139,"Against","ANTI",0,0,0,0,1
27,1658858868629,"26/07/2022 18:07:48","task-mn1e",93981,6842772,3,25,"Neither Agree nor Disagree","statements",40,"Most days","Most days",28,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Against","Why have the producers of the vaccine been exonerated from any form of liability arising from any effect/death as a result of taking the vaccine, if they're saying its safe and effective?","Anti",4,240,139,"Against","ANTI",0,0,0,0,1
33,1658858882150,"26/07/2022 18:08:02","task-mn1e",93981,6842772,3,31,"Neither Agree nor Disagree","statements",32,"Most weeks","Most weeks",61,"Male","Postgraduate degree (MSc, MA, MPhil)",6,"Against","RNA vaccines aren't safe: In initial trials of the RNA technology resulted in the death of all the animals it was trialed on. This untested method of vaccination will likely damage human immune system","Anti",4,192,139,"Against","ANTI",0,0,0,0,1
38,1658858892817,"26/07/2022 18:08:12","task-mn1e",93981,6842772,3,36,"Somewhat Agree","statements",31,"Most weeks","Most days",42,"Female","Doctorate (PhD)",6,"Against","links to blood clots and herpes - shingles, coldsores etc ","Anti",5,186,139,"Against","ANTI",0,0,0,0,1
39,1658858893526,"26/07/2022 18:08:13","task-mn1e",93981,6842772,3,37,"Neither Agree nor Disagree","statements",32,"Most weeks","Most weeks",61,"Male","Postgraduate degree (MSc, MA, MPhil)",4,"Against","Overly quick development period: It was developed to rapidly and it is unknown if there will be any long term issues with it.","Anti",4,190,139,"Against","ANTI",0,0,0,0,1
41,1658858901430,"26/07/2022 18:08:21","task-mn1e",93981,6842772,3,39,"Strongly Agree","statements",34,"Most weeks","Rarely",58,"Female","GCSEs",6,"Against","I have lived with someone with Covid and did not even get ill.","Anti",7,204,139,"Against","ANTI",0,0,0,0,1
43,1658858905638,"26/07/2022 18:08:25","task-mn1e",93981,6842772,3,41,"Somewhat Agree","statements",32,"Most weeks","Most weeks",61,"Male","Postgraduate degree (MSc, MA, MPhil)",5,"Against","Not effective against this Coronavirus: Coronaviruses have been around for a very long time and we have never been able to produce an effective vaccine against them and yet suddenly we have eleven.","Anti",5,191,139,"Against","ANTI",0,0,0,0,1
45,1658858910101,"26/07/2022 18:08:30","task-mn1e",93981,6842772,3,43,"Agree","statements",39,"Most weeks","Most days",27,"Female","Undergraduate degree (BSc, BA)",6,"Against","I am young, fit and healthy. I do not want to inject anything into my body that even the government are not sure about. Mixed messages from the government daily. New variants etc.","Anti",6,234,139,"Against","ANTI",0,0,0,0,1
46,1658858914123,"26/07/2022 18:08:34","task-mn1e",93981,6842772,3,44,"Somewhat Agree","statements",39,"Most weeks","Most days",27,"Female","Undergraduate degree (BSc, BA)",4,"Against","Matt Hancock made an announcement on the 16th of May that people that have taken the two vaccine doses ''may still die'' as Indian variant spreads.","Anti",5,232,139,"Against","ANTI",0,0,0,0,1
50,1658858924561,"26/07/2022 18:08:44","task-mn1e",93981,6842772,3,48,"Neither Agree nor Disagree","statements",38,"Never","Rarely",57,"Male","A levels",5,"Against","No two adults have had the vaccine then created a baby that has then been born without any issues - there simply has not been enough time so it is impossible to say if that baby would be ok.","Anti",4,227,139,"Against","ANTI",0,0,0,0,1
51,1658858925951,"26/07/2022 18:08:45","task-mn1e",93981,6842772,3,49,"Neither Agree nor Disagree","statements",35,"Most weeks","Most months",33,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Against","It has not been tested and we do not know the long term side effects from all the additives","Anti",4,209,139,"Against","ANTI",0,0,0,0,1
54,1658858930346,"26/07/2022 18:08:50","task-mn1e",93981,6842772,3,52,"Neither Agree nor Disagree","statements",36,"Rarely","Never",28,"Female","Undergraduate degree (BSc, BA)",4,"Against","I don't trust the vaccine in terms of safety and its efficacy.","Anti",4,214,139,"Against","ANTI",0,0,0,0,1
55,1658858932658,"26/07/2022 18:08:52","task-mn1e",93981,6842772,3,53,"Neither Agree nor Disagree","statements",40,"Most days","Most days",28,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Against","It does not make sense to receive a vaccine for a virus that has over 95% recovery rate!","Anti",4,238,139,"Against","ANTI",0,0,0,0,1
56,1658858935102,"26/07/2022 18:08:55","task-mn1e",93981,6842772,3,54,"Somewhat Agree","statements",36,"Rarely","Never",28,"Female","Undergraduate degree (BSc, BA)",6,"Against","I would prefer a more natural method of treating covid should I catch it","Anti",5,216,139,"Against","ANTI",0,0,0,0,1
57,1658858937615,"26/07/2022 18:08:57","task-mn1e",93981,6842772,3,55,"Neither Agree nor Disagree","statements",38,"Never","Rarely",57,"Male","A levels",6,"Against","Vaccines take up to a decade to be safely trialled - this one has had around 9 months so there is no way all possible issues have been addressed.","Anti",4,228,139,"Against","ANTI",0,0,0,0,1
60,1658858943515,"26/07/2022 18:09:03","task-mn1e",93981,6842772,3,58,"Agree","statements",36,"Rarely","Never",28,"Female","Undergraduate degree (BSc, BA)",5,"Against","I would rather risk it and employ herd immunity - 'if I catch covid, I catch it' type of mentality ","Anti",6,215,139,"Against","ANTI",0,0,0,0,1
6,1658858494689,"26/07/2022 18:01:34","task-mn1e",93981,6842721,3,4,"Agree","statements",31,"Most weeks","Most days",42,"Female","Doctorate (PhD)",6,"Against","links to blood clots and herpes - shingles, coldsores etc ","Anti",6,186,140,"Against","ANTI",0,0,0,0,1
7,1658858501796,"26/07/2022 18:01:41","task-mn1e",93981,6842721,3,5,"Agree","statements",37,"Most weeks","Most days",46,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Against","It isnt a vaccine.  It doesnt stop you catching the virus ","Anti",6,221,140,"Against","ANTI",0,0,0,0,1
12,1658858528431,"26/07/2022 18:02:08","task-mn1e",93981,6842721,3,10,"Neither Agree nor Disagree","statements",31,"Most weeks","Most days",42,"Female","Doctorate (PhD)",4,"Against","it's not a vaccine, it is an experimental RNA jab","Anti",4,184,140,"Against","ANTI",0,0,0,0,1
15,1658858548493,"26/07/2022 18:02:28","task-mn1e",93981,6842721,3,13,"Strongly Agree","statements",36,"Rarely","Never",28,"Female","Undergraduate degree (BSc, BA)",5,"Against","I would rather risk it and employ herd immunity - 'if I catch covid, I catch it' type of mentality ","Anti",7,215,140,"Against","ANTI",0,0,0,0,1
16,1658858558615,"26/07/2022 18:02:38","task-mn1e",93981,6842721,3,14,"Strongly Agree","statements",40,"Most days","Most days",28,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Against","Why have the producers of the vaccine been exonerated from any form of liability arising from any effect/death as a result of taking the vaccine, if they're saying its safe and effective?","Anti",7,240,140,"Against","ANTI",0,0,0,0,1
17,1658858564402,"26/07/2022 18:02:44","task-mn1e",93981,6842721,3,15,"Neither Agree nor Disagree","statements",37,"Most weeks","Most days",46,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Against","The vaccine is causing more damage to young people than the virus would ","Anti",4,222,140,"Against","ANTI",0,0,0,0,1
19,1658858582439,"26/07/2022 18:03:02","task-mn1e",93981,6842721,3,17,"Somewhat Agree","statements",38,"Never","Rarely",57,"Male","A levels",5,"Against","No two adults have had the vaccine then created a baby that has then been born without any issues - there simply has not been enough time so it is impossible to say if that baby would be ok.","Anti",5,227,140,"Against","ANTI",0,0,0,0,1
21,1658858596068,"26/07/2022 18:03:16","task-mn1e",93981,6842721,3,19,"Strongly Agree","statements",32,"Most weeks","Most weeks",61,"Male","Postgraduate degree (MSc, MA, MPhil)",4,"Against","Overly quick development period: It was developed to rapidly and it is unknown if there will be any long term issues with it.","Anti",7,190,140,"Against","ANTI",0,0,0,0,1
22,1658858598594,"26/07/2022 18:03:18","task-mn1e",93981,6842721,3,20,"Strongly Agree","statements",34,"Most weeks","Rarely",58,"Female","GCSEs",4,"Against","I do not know the side effects.","Anti",7,202,140,"Against","ANTI",0,0,0,0,1
24,1658858613989,"26/07/2022 18:03:33","task-mn1e",93981,6842721,3,22,"Strongly Agree","statements",38,"Never","Rarely",57,"Male","A levels",4,"Against","Millions of people around the world have NOT died OF covid, they would have died anyway but happened to have the bug in them as well which had ho effect on their health.","Anti",7,226,140,"Against","ANTI",0,0,0,0,1
27,1658858632096,"26/07/2022 18:03:52","task-mn1e",93981,6842721,3,25,"Somewhat Agree","statements",39,"Most weeks","Most days",27,"Female","Undergraduate degree (BSc, BA)",6,"Against","I am young, fit and healthy. I do not want to inject anything into my body that even the government are not sure about. Mixed messages from the government daily. New variants etc.","Anti",5,234,140,"Against","ANTI",0,0,0,0,1
28,1658858640300,"26/07/2022 18:04:00","task-mn1e",93981,6842721,3,26,"Strongly Agree","statements",38,"Never","Rarely",57,"Male","A levels",6,"Against","Vaccines take up to a decade to be safely trialled - this one has had around 9 months so there is no way all possible issues have been addressed.","Anti",7,228,140,"Against","ANTI",0,0,0,0,1
31,1658858652101,"26/07/2022 18:04:12","task-mn1e",93981,6842721,3,29,"Agree","statements",34,"Most weeks","Rarely",58,"Female","GCSEs",6,"Against","I have lived with someone with Covid and did not even get ill.","Anti",6,204,140,"Against","ANTI",0,0,0,0,1
32,1658858665460,"26/07/2022 18:04:25","task-mn1e",93981,6842721,3,30,"Neither Agree nor Disagree","statements",39,"Most weeks","Most days",27,"Female","Undergraduate degree (BSc, BA)",5,"Against","Hundreds of reports of serious reactions to the vaccine and even deaths. It takes a few moment on google to discover these vaccines are not safe and do not even work according to Matt Hancock.","Anti",4,233,140,"Against","ANTI",0,0,0,0,1
33,1658858674305,"26/07/2022 18:04:34","task-mn1e",93981,6842721,3,31,"Strongly Agree","statements",35,"Most weeks","Most months",33,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Against","The strand mutates and its pointless takin the risk","Anti",7,210,140,"Against","ANTI",0,0,0,0,1
34,1658858681014,"26/07/2022 18:04:41","task-mn1e",93981,6842721,3,32,"Strongly Agree","statements",40,"Most days","Most days",28,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Against","It does not make sense to receive a vaccine for a virus that has over 95% recovery rate!","Anti",7,238,140,"Against","ANTI",0,0,0,0,1
35,1658858685596,"26/07/2022 18:04:45","task-mn1e",93981,6842721,3,33,"Strongly Agree","statements",35,"Most weeks","Most months",33,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Against","It has not been tested and we do not know the long term side effects from all the additives","Anti",7,209,140,"Against","ANTI",0,0,0,0,1
