"Event.Index","UTC.Timestamp","UTC.Date","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","age","gender","edu","argument_ID","Arg_Position","Arguments","stanely_L","stanley_R","intellectual_R_1","intellectual_R_2","intellectual_R_3","intellectual_L_1","intellectual_L_2","intellectual_L_3","morality_R_1","morality_R_2","morality_R_3","morality_L_1","morality_L_2","morality_L_3","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers"
26,1652091234978,"09/05/2022 10:13:54",6432018,4,24,"Somewhat Agree","statements",64,"Rarely","Rarely",39,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Remain","Shared values in governance",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Anti",5,984,268,"Against","ANTI",0,0,0,0,1
29,1652091245757,"09/05/2022 10:14:05",6432018,4,27,"Agree","statements",66,"Never","A few times a year",41,"Male","Postgraduate degree (MSc, MA, MPhil)",6,"Remain","Economic benefits for multiple ventures made available through central funding",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",6,996,268,"Against","ANTI",0,0,0,0,1
31,1652091254840,"09/05/2022 10:14:14",6432018,4,29,"Agree","statements",66,"Never","A few times a year",41,"Male","Postgraduate degree (MSc, MA, MPhil)",4,"Remain","Freedom of movement within the EU",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",6,994,268,"Against","ANTI",0,0,0,0,1
32,1652091256158,"09/05/2022 10:14:16",6432018,4,30,"Agree","statements",69,"Rarely","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Remain","Keep our trading relationships.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree","Anti",6,1013,268,"Against","ANTI",0,0,0,0,1
33,1652091258447,"09/05/2022 10:14:18",6432018,4,31,"Agree","statements",63,"Rarely","Rarely",23,"Female","Undergraduate degree (BSc, BA)",6,"Remain","People dont want their travel to be restricted",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",6,978,268,"Against","ANTI",0,0,0,0,1
34,1652091262393,"09/05/2022 10:14:22",6432018,4,32,"Somewhat Agree","statements",61,"Once or twice a year","Rarely",63,"Female","Undergraduate degree (BSc, BA)",4,"Remain","More jobs in Finance Law etc being part Europe",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",5,964,268,"Against","ANTI",0,0,0,0,1
36,1652091463418,"09/05/2022 10:17:43",6432018,4,34,"Strongly Agree","statements",64,"Rarely","Rarely",39,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Remain","Economic benefits - the European Union provides stability and shared benefits",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Anti",7,982,268,"Against","ANTI",0,0,0,0,1
40,1652091480192,"09/05/2022 10:18:00",6432018,4,38,"Agree","statements",68,"Rarely","Rarely",25,"Female","Undergraduate degree (BSc, BA)",6,"Remain","Northern Ireland has suffered loss of trade even from the GB because of brexit",NA,"Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Anti",6,1008,268,"Against","ANTI",0,0,0,0,1
41,1652091483165,"09/05/2022 10:18:03",6432018,4,39,"Strongly Agree","statements",68,"Rarely","Rarely",25,"Female","Undergraduate degree (BSc, BA)",4,"Remain","EU brought more benefits than disadvantages",NA,"Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Anti",7,1006,268,"Against","ANTI",0,0,0,0,1
44,1652091494110,"09/05/2022 10:18:14",6432018,4,42,"Strongly Agree","statements",61,"Once or twice a year","Rarely",63,"Female","Undergraduate degree (BSc, BA)",6,"Remain","We May want to work in Europe ",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,966,268,"Against","ANTI",0,0,0,0,1
45,1652091496189,"09/05/2022 10:18:16",6432018,4,43,"Strongly Agree","statements",67,"Once or twice a year","Most months",57,"Female","Undergraduate degree (BSc, BA)",4,"Remain","tariff free trade with EU",NA,"Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Anti",7,1000,268,"Against","ANTI",0,0,0,0,1
46,1652091501266,"09/05/2022 10:18:21",6432018,4,44,"Agree","statements",67,"Once or twice a year","Most months",57,"Female","Undergraduate degree (BSc, BA)",6,"Remain","Benefits of being a large single trading bloc with the rest of the world",NA,"Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Anti",6,1002,268,"Against","ANTI",0,0,0,0,1
48,1652091511659,"09/05/2022 10:18:31",6432018,4,46,"Agree","statements",65,"Never","Never",60,"Female","GCSEs",6,"Remain","To ensure we are not isolated , and we have links in every respect with neighbouring countries.",NA,"Strongly Disagree",NA,NA,NA,"Neither Agree nor Disagree","Agree","Neither Agree nor Disagree",NA,NA,NA,"Agree","Agree","Neither Agree nor Disagree","Anti",6,990,268,"Against","ANTI",0,0,0,0,1
53,1652091533299,"09/05/2022 10:18:53",6432018,4,51,"Somewhat Agree","statements",63,"Rarely","Rarely",23,"Female","Undergraduate degree (BSc, BA)",5,"Remain","There are more job opportunities",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",5,977,268,"Against","ANTI",0,0,0,0,1
55,1652091538268,"09/05/2022 10:18:58",6432018,4,53,"Agree","statements",68,"Rarely","Rarely",25,"Female","Undergraduate degree (BSc, BA)",5,"Remain","Freedom of travel/settlement was guaranteed",NA,"Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Anti",6,1007,268,"Against","ANTI",0,0,0,0,1
59,1652091551494,"09/05/2022 10:19:11",6432018,4,57,"Agree","statements",70,"Rarely","Most weeks",37,"Female","Undergraduate degree (BSc, BA)",4,"Remain","To keep up the good relations across Europe",NA,"Strongly Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",6,1018,268,"Against","ANTI",0,0,0,0,1
61,1652091705645,"09/05/2022 10:21:45",6432018,4,59,"Agree","statements",69,"Rarely","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Remain","Remain under European Court of Human Rights, so equality continues to be key.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree","Anti",6,1014,268,"Against","ANTI",0,0,0,0,1
62,1652091707474,"09/05/2022 10:21:47",6432018,4,60,"Agree","statements",63,"Rarely","Rarely",23,"Female","Undergraduate degree (BSc, BA)",4,"Remain","Benefits the economy",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",6,976,268,"Against","ANTI",0,0,0,0,1
63,1652091709587,"09/05/2022 10:21:49",6432018,4,61,"Agree","statements",62,"Once or twice a year","Most weeks",30,"Male","Undergraduate degree (BSc, BA)",6,"Remain","Solving trade restrictions for food and other perishable.",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Agree",NA,NA,NA,"Somewhat Agree","Agree","Neither Agree nor Disagree","Anti",6,972,268,"Against","ANTI",0,0,0,0,1
64,1652091712054,"09/05/2022 10:21:52",6432018,4,62,"Agree","statements",70,"Rarely","Most weeks",37,"Female","Undergraduate degree (BSc, BA)",5,"Remain","For ease of trade throughout the EU",NA,"Strongly Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",6,1019,268,"Against","ANTI",0,0,0,0,1
3,1652090828787,"09/05/2022 10:07:08",6432004,4,1,"Strongly Agree","statements",68,"Rarely","Rarely",25,"Female","Undergraduate degree (BSc, BA)",4,"Remain","EU brought more benefits than disadvantages",NA,"Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Anti",7,1006,269,"Against","ANTI",0,0,0,0,1
4,1652090835068,"09/05/2022 10:07:15",6432004,4,2,"Agree","statements",68,"Rarely","Rarely",25,"Female","Undergraduate degree (BSc, BA)",6,"Remain","Northern Ireland has suffered loss of trade even from the GB because of brexit",NA,"Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Anti",6,1008,269,"Against","ANTI",0,0,0,0,1
5,1652090837589,"09/05/2022 10:07:17",6432004,4,3,"Strongly Agree","statements",61,"Once or twice a year","Rarely",63,"Female","Undergraduate degree (BSc, BA)",5,"Remain","I or my children might want to live in Europe",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,965,269,"Against","ANTI",0,0,0,0,1
8,1652090853710,"09/05/2022 10:07:33",6432004,4,6,"Strongly Agree","statements",70,"Rarely","Most weeks",37,"Female","Undergraduate degree (BSc, BA)",6,"Remain","To enable people to move, live and work throughout the EU",NA,"Strongly Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",7,1020,269,"Against","ANTI",0,0,0,0,1
10,1652090864800,"09/05/2022 10:07:44",6432004,4,8,"Strongly Agree","statements",69,"Rarely","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Remain","Remain under European Court of Human Rights, so equality continues to be key.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree","Anti",7,1014,269,"Against","ANTI",0,0,0,0,1
11,1652090867214,"09/05/2022 10:07:47",6432004,4,9,"Strongly Agree","statements",62,"Once or twice a year","Most weeks",30,"Male","Undergraduate degree (BSc, BA)",4,"Remain","To save consumers from being scammed in the future",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Agree",NA,NA,NA,"Somewhat Agree","Agree","Neither Agree nor Disagree","Anti",7,970,269,"Against","ANTI",0,0,0,0,1
12,1652090871301,"09/05/2022 10:07:51",6432004,4,10,"Strongly Agree","statements",65,"Never","Never",60,"Female","GCSEs",6,"Remain","To ensure we are not isolated , and we have links in every respect with neighbouring countries.",NA,"Strongly Disagree",NA,NA,NA,"Neither Agree nor Disagree","Agree","Neither Agree nor Disagree",NA,NA,NA,"Agree","Agree","Neither Agree nor Disagree","Anti",7,990,269,"Against","ANTI",0,0,0,0,1
14,1652090885858,"09/05/2022 10:08:05",6432004,4,12,"Strongly Agree","statements",66,"Never","A few times a year",41,"Male","Postgraduate degree (MSc, MA, MPhil)",6,"Remain","Economic benefits for multiple ventures made available through central funding",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,996,269,"Against","ANTI",0,0,0,0,1
15,1652090888711,"09/05/2022 10:08:08",6432004,4,13,"Strongly Agree","statements",64,"Rarely","Rarely",39,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Remain","Economic benefits - the European Union provides stability and shared benefits",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Anti",7,982,269,"Against","ANTI",0,0,0,0,1
17,1652090897200,"09/05/2022 10:08:17",6432004,4,15,"Strongly Agree","statements",63,"Rarely","Rarely",23,"Female","Undergraduate degree (BSc, BA)",6,"Remain","People dont want their travel to be restricted",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,978,269,"Against","ANTI",0,0,0,0,1
18,1652090899392,"09/05/2022 10:08:19",6432004,4,16,"Strongly Agree","statements",70,"Rarely","Most weeks",37,"Female","Undergraduate degree (BSc, BA)",4,"Remain","To keep up the good relations across Europe",NA,"Strongly Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",7,1018,269,"Against","ANTI",0,0,0,0,1
19,1652090902086,"09/05/2022 10:08:22",6432004,4,17,"Strongly Agree","statements",62,"Once or twice a year","Most weeks",30,"Male","Undergraduate degree (BSc, BA)",5,"Remain","Solving trade restrictions for food and other perishable.",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Agree",NA,NA,NA,"Somewhat Agree","Agree","Neither Agree nor Disagree","Anti",7,971,269,"Against","ANTI",0,0,0,0,1
20,1652090904226,"09/05/2022 10:08:24",6432004,4,18,"Strongly Agree","statements",64,"Rarely","Rarely",39,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Remain","Shared values in governance",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Anti",7,984,269,"Against","ANTI",0,0,0,0,1
21,1652090906070,"09/05/2022 10:08:26",6432004,4,19,"Strongly Agree","statements",67,"Once or twice a year","Most months",57,"Female","Undergraduate degree (BSc, BA)",5,"Remain","freedom of movement throughout EU",NA,"Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Anti",7,1001,269,"Against","ANTI",0,0,0,0,1
22,1652090909081,"09/05/2022 10:08:29",6432004,4,20,"Strongly Agree","statements",65,"Never","Never",60,"Female","GCSEs",4,"Remain","T o ensure   the UK  has more links  to work with businesses  easily within Europe",NA,"Strongly Disagree",NA,NA,NA,"Neither Agree nor Disagree","Agree","Neither Agree nor Disagree",NA,NA,NA,"Agree","Agree","Neither Agree nor Disagree","Anti",7,988,269,"Against","ANTI",0,0,0,0,1
25,1652090939101,"09/05/2022 10:08:59",6432004,4,23,"Strongly Agree","statements",65,"Never","Never",60,"Female","GCSEs",5,"Remain","To ensure Europeans who would like to work here can do so easily, and so benefiting uk also.",NA,"Strongly Disagree",NA,NA,NA,"Neither Agree nor Disagree","Agree","Neither Agree nor Disagree",NA,NA,NA,"Agree","Agree","Neither Agree nor Disagree","Anti",7,989,269,"Against","ANTI",0,0,0,0,1
28,1652090951643,"09/05/2022 10:09:11",6432004,4,26,"Strongly Agree","statements",61,"Once or twice a year","Rarely",63,"Female","Undergraduate degree (BSc, BA)",4,"Remain","More jobs in Finance Law etc being part Europe",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,964,269,"Against","ANTI",0,0,0,0,1
31,1652090960578,"09/05/2022 10:09:20",6432004,4,29,"Strongly Agree","statements",67,"Once or twice a year","Most months",57,"Female","Undergraduate degree (BSc, BA)",6,"Remain","Benefits of being a large single trading bloc with the rest of the world",NA,"Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Anti",7,1002,269,"Against","ANTI",0,0,0,0,1
33,1652090967032,"09/05/2022 10:09:27",6432004,4,31,"Strongly Agree","statements",64,"Rarely","Rarely",39,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Remain","Freedom to travel and work in eu",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Anti",7,983,269,"Against","ANTI",0,0,0,0,1
40,1652090985484,"09/05/2022 10:09:45",6432004,4,38,"Strongly Agree","statements",63,"Rarely","Rarely",23,"Female","Undergraduate degree (BSc, BA)",4,"Remain","Benefits the economy",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,976,269,"Against","ANTI",0,0,0,0,1
41,1652090989486,"09/05/2022 10:09:49",6432004,4,39,"Strongly Agree","statements",62,"Once or twice a year","Most weeks",30,"Male","Undergraduate degree (BSc, BA)",6,"Remain","Solving trade restrictions for food and other perishable.",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Agree",NA,NA,NA,"Somewhat Agree","Agree","Neither Agree nor Disagree","Anti",7,972,269,"Against","ANTI",0,0,0,0,1
45,1652090999466,"09/05/2022 10:09:59",6432004,4,43,"Strongly Agree","statements",67,"Once or twice a year","Most months",57,"Female","Undergraduate degree (BSc, BA)",4,"Remain","tariff free trade with EU",NA,"Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Anti",7,1000,269,"Against","ANTI",0,0,0,0,1
46,1652091002265,"09/05/2022 10:10:02",6432004,4,44,"Strongly Agree","statements",70,"Rarely","Most weeks",37,"Female","Undergraduate degree (BSc, BA)",5,"Remain","For ease of trade throughout the EU",NA,"Strongly Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",7,1019,269,"Against","ANTI",0,0,0,0,1
48,1652091009075,"09/05/2022 10:10:09",6432004,4,46,"Strongly Agree","statements",63,"Rarely","Rarely",23,"Female","Undergraduate degree (BSc, BA)",5,"Remain","There are more job opportunities",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,977,269,"Against","ANTI",0,0,0,0,1
50,1652091013899,"09/05/2022 10:10:13",6432004,4,48,"Strongly Agree","statements",68,"Rarely","Rarely",25,"Female","Undergraduate degree (BSc, BA)",5,"Remain","Freedom of travel/settlement was guaranteed",NA,"Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Anti",7,1007,269,"Against","ANTI",0,0,0,0,1
51,1652091015883,"09/05/2022 10:10:15",6432004,4,49,"Strongly Agree","statements",69,"Rarely","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Remain","Keep our trading relationships.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree","Anti",7,1013,269,"Against","ANTI",0,0,0,0,1
53,1652091020463,"09/05/2022 10:10:20",6432004,4,51,"Strongly Agree","statements",66,"Never","A few times a year",41,"Male","Postgraduate degree (MSc, MA, MPhil)",5,"Remain","Strong trade agreements between member countries",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,995,269,"Against","ANTI",0,0,0,0,1
56,1652091031402,"09/05/2022 10:10:31",6432004,4,54,"Strongly Agree","statements",69,"Rarely","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Remain","Better access for studying, working, travelling and living in Europe.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree","Anti",7,1012,269,"Against","ANTI",0,0,0,0,1
57,1652091033126,"09/05/2022 10:10:33",6432004,4,55,"Strongly Agree","statements",66,"Never","A few times a year",41,"Male","Postgraduate degree (MSc, MA, MPhil)",4,"Remain","Freedom of movement within the EU",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,994,269,"Against","ANTI",0,0,0,0,1
59,1652091038877,"09/05/2022 10:10:38",6432004,4,57,"Strongly Agree","statements",61,"Once or twice a year","Rarely",63,"Female","Undergraduate degree (BSc, BA)",6,"Remain","We May want to work in Europe ",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,966,269,"Against","ANTI",0,0,0,0,1
3,1652097641316,"09/05/2022 12:00:41",6433368,4,1,"Strongly Agree","statements",65,"Never","Never",60,"Female","GCSEs",6,"Remain","To ensure we are not isolated , and we have links in every respect with neighbouring countries.",NA,"Strongly Disagree",NA,NA,NA,"Neither Agree nor Disagree","Agree","Neither Agree nor Disagree",NA,NA,NA,"Agree","Agree","Neither Agree nor Disagree","Anti",7,990,270,"Against","ANTI",0,0,0,0,1
8,1652097680735,"09/05/2022 12:01:20",6433368,4,6,"Agree","statements",65,"Never","Never",60,"Female","GCSEs",4,"Remain","T o ensure   the UK  has more links  to work with businesses  easily within Europe",NA,"Strongly Disagree",NA,NA,NA,"Neither Agree nor Disagree","Agree","Neither Agree nor Disagree",NA,NA,NA,"Agree","Agree","Neither Agree nor Disagree","Anti",6,988,270,"Against","ANTI",0,0,0,0,1
9,1652097684009,"09/05/2022 12:01:24",6433368,4,7,"Somewhat Disagree","statements",64,"Rarely","Rarely",39,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Remain","Shared values in governance",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Anti",3,984,270,"Against","ANTI",0,0,0,0,1
10,1652097690031,"09/05/2022 12:01:30",6433368,4,8,"Neither Agree nor Disagree","statements",61,"Once or twice a year","Rarely",63,"Female","Undergraduate degree (BSc, BA)",6,"Remain","We May want to work in Europe ",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",4,966,270,"Against","ANTI",0,0,0,0,1
12,1652097704250,"09/05/2022 12:01:44",6433368,4,10,"Neither Agree nor Disagree","statements",62,"Once or twice a year","Most weeks",30,"Male","Undergraduate degree (BSc, BA)",6,"Remain","Solving trade restrictions for food and other perishable.",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Agree",NA,NA,NA,"Somewhat Agree","Agree","Neither Agree nor Disagree","Anti",4,972,270,"Against","ANTI",0,0,0,0,1
14,1652097714360,"09/05/2022 12:01:54",6433368,4,12,"Neither Agree nor Disagree","statements",68,"Rarely","Rarely",25,"Female","Undergraduate degree (BSc, BA)",4,"Remain","EU brought more benefits than disadvantages",NA,"Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Anti",4,1006,270,"Against","ANTI",0,0,0,0,1
15,1652097721734,"09/05/2022 12:02:01",6433368,4,13,"Somewhat Disagree","statements",63,"Rarely","Rarely",23,"Female","Undergraduate degree (BSc, BA)",6,"Remain","People dont want their travel to be restricted",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",3,978,270,"Against","ANTI",0,0,0,0,1
16,1652097724484,"09/05/2022 12:02:04",6433368,4,14,"Somewhat Agree","statements",64,"Rarely","Rarely",39,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Remain","Freedom to travel and work in eu",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Anti",5,983,270,"Against","ANTI",0,0,0,0,1
17,1652097727456,"09/05/2022 12:02:07",6433368,4,15,"Somewhat Agree","statements",70,"Rarely","Most weeks",37,"Female","Undergraduate degree (BSc, BA)",6,"Remain","To enable people to move, live and work throughout the EU",NA,"Strongly Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",5,1020,270,"Against","ANTI",0,0,0,0,1
20,1652097854975,"09/05/2022 12:04:14",6433368,4,18,"Somewhat Disagree","statements",61,"Once or twice a year","Rarely",63,"Female","Undergraduate degree (BSc, BA)",5,"Remain","I or my children might want to live in Europe",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",3,965,270,"Against","ANTI",0,0,0,0,1
21,1652097862279,"09/05/2022 12:04:22",6433368,4,19,"Somewhat Agree","statements",67,"Once or twice a year","Most months",57,"Female","Undergraduate degree (BSc, BA)",4,"Remain","tariff free trade with EU",NA,"Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Anti",5,1000,270,"Against","ANTI",0,0,0,0,1
23,1652097871422,"09/05/2022 12:04:31",6433368,4,21,"Agree","statements",69,"Rarely","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Remain","Better access for studying, working, travelling and living in Europe.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree","Anti",6,1012,270,"Against","ANTI",0,0,0,0,1
24,1652097917224,"09/05/2022 12:05:17",6433368,4,22,"Neither Agree nor Disagree","statements",65,"Never","Never",60,"Female","GCSEs",5,"Remain","To ensure Europeans who would like to work here can do so easily, and so benefiting uk also.",NA,"Strongly Disagree",NA,NA,NA,"Neither Agree nor Disagree","Agree","Neither Agree nor Disagree",NA,NA,NA,"Agree","Agree","Neither Agree nor Disagree","Anti",4,989,270,"Against","ANTI",0,0,0,0,1
25,1652097940531,"09/05/2022 12:05:40",6433368,4,23,"Somewhat Agree","statements",63,"Rarely","Rarely",23,"Female","Undergraduate degree (BSc, BA)",4,"Remain","Benefits the economy",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",5,976,270,"Against","ANTI",0,0,0,0,1
